"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "ASV"
"9991e3d31214f1a10b6f576b660e6919" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Bombella" "not_available" "ASV1699"
"a5555c69e3c9b36871a7c6957e9754a8" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1441"
"846c2bd2a128a831d595600ebf7efaa8" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV0457"
"75db0a71ce4a7b99d7b02dc636f6747b" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV0887"
"b019b29e11fb37cb39f14dea4b134b1d" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV0707"
"de9d34c771764d62ba9ccaffaa3b3f8c" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV0969"
"e4ccd0351870e47add5416bc785957c8" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV0518"
"527a4b3244d0aeee0a9fce2e5ac7fbe3" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV0711"
"cf218a8ffb4c5c54037350c30423097a" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0688"
"461452de53a563b2552d1fcc68c93c56" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV0901"
"8c90e23bef053a64dc7594785479d6b4" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0824"
"3d086fab5392b05a1ecd6ed9f05f8521" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV0017"
"aebea5f353185638789b610278566507" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV0100"
"5c885f8aaafe3650a8776fc8aeb1d5e0" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV0383"
"11a8b01316168f0b25330fbff2581d3a" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0640"
"37ba81b4c0f75beb65b4f704b3b6b242" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0865"
"7ada5f894450186b659df35ef6680de7" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1277"
"e3fad0dc2a37201fa74032c27b470d42" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV0420"
"63c3cf11c6d2e0a4aa0098d8f46cb06a" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV0756"
"1f8f63f1f0f642c38b357f1abb061724" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV1513"
"6833e3f757128a14943daf6ea438bffc" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0310"
"10b1a265b9d919d917dcf94eb5a3df3e" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1490"
"152961ecf9403bb8af74ac0024e96d5a" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1536"
"32f437cc2cf32445900a73673beb5756" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV0748"
"913274fc72ff68c6ee1ac22cf3103e03" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV1367"
"4aee8cd304ff71519d6f9dc726fc0e08" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Bombella" "not_available" "ASV0372"
"7c34eb7fa99d452388becf818cdc868e" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Bombella" "not_available" "ASV0134"
"2be60df46321e58d76d11593cf01038c" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Bombella" "not_available" "ASV0132"
"58b4476787d31c00fac412e67ca606ee" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Bombella" "not_available" "ASV0096"
"83bcacba4fa4f0faeb73f96bbea6bedb" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV0188"
"143643521bf603a2e7135dbe08ad3322" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0849"
"d7d3be073ea8664e346267a7787d9313" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0423"
"6d6c1370ac6a1e0b2ffa989f70519aca" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1109"
"66a3e837c84883bbb6f0e9ea102c1495" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV0350"
"bbdb06d9544ca741a6340b33459e5846" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV0551"
"523bb9a3ba088b6f3c9049fcd17714df" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0550"
"63b1a944a08249cde5e9c41dd9acc151" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV1168"
"45fb476b691fe755faaae66b7d1f04fa" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV1489"
"a7124abcc6f152d87c4d1531d9d0e39a" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV1061"
"1853b4d9afc00eb5f0e60b525e4cba10" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0825"
"13ea71e1323cb0e7a1f946a3e4cb6e37" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV1517"
"fb0e011a6bcf2304455ea58198f53657" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV1446"
"be7c67798faceb5eed1451940f081b37" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV0759"
"ec0e9dab806b30945be4501591c1dcd2" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV0336"
"0491cbe279c6ac4646699a1e2a1b43ed" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1525"
"639b3e552c7487e77827e63b5d52ee8a" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0396"
"1de74cdfdeba913cc72393980553ce0a" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1005"
"1d28df83c282ae50a487f5b564625e66" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1347"
"c86ae81e9bc019c5f251c66f9e36784d" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1483"
"a313710d3c53b7dd373fcc61cae2329a" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0897"
"3cc9e5eaaa2031706ab074e0f70eaeba" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0828"
"ec918acf3965a7ef543809e506a414f8" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV1405"
"b90b1c4bb9a11e246bf0483a04a2b5c7" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1236"
"5e8aaf6dc3c307c73b67df3238f39438" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1077"
"203e879f546b8ff0e321f633db00ce6f" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1241"
"86bad50cfed255b1d444aa1f955848f0" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0866"
"fe9ec76ba179367ccee39ec034a1f5a9" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1377"
"0d50aab321a47f660e25b689c738870c" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1192"
"b45a42e1b35c4827324780bcd951bb9d" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1156"
"6bcf224a2fcb4a26de42081f8e9dd9aa" "Bacteria" "Actinobacteria" "Actinobacteria" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" "not_available" "ASV1532"
"e033afad8102ddb16c6382c05ec60318" "Bacteria" "Actinobacteria" "Actinobacteria" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" "not_available" "ASV1535"
"3101174446cb00eb17cd15de648eb17a" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV0635"
"61856b6acf4a7d6937b695c950c0c06f" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV0639"
"e5957e3285b7d990009096775633b851" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1060"
"2e4f2fbac94111260ff3e38e099848ad" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0498"
"64fda4142c0bca84859bf2265e30101e" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1134"
"155d8d7af609c8fc8d0c597538f6f23e" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0499"
"857e1449460bac790ec3423a329a5076" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1048"
"3c9dac696129573e36df507537a91b26" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1408"
"94cd1e22c669abb7faff466605e2e3ea" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1613"
"a3ecbef1ae2a4c3801135597777f54bd" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1339"
"841e28a11a35ade77fa9eb8c4c55a923" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0374"
"b502f991d9c0a129e78462e26d8aacc0" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1455"
"35db04c2c3d0437d1b1d0169e7bdfa10" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1459"
"614b023eda05ccb9dcb8147d9b836cd6" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1460"
"021875fe806e299b3e4e597af1ce6bfe" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1547"
"997595ed5dd8a436743679cfdc9052be" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV0713"
"dcba6cebbe25c4ae2b70b7d2e34d34a1" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1397"
"33fdf68e317623d55429289b7d88450f" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV1398"
"8bd70d23a7a8c936285980abbf05ef60" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1717"
"082eb2a7ed397694f701a7c624145674" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1716"
"c861335b6529e1e66f23996c0b2f2599" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV0744"
"d51fced1ce0a0508e4efe9f5d763cf54" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV0638"
"0437d0b94baefd8851d4a032a219a906" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Acetobacteraceae bacterium M3_10_1TCO2" "ASV0729"
"d2b0a8465ae8a910fd5ed04cc56e98f8" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "uncultured Gluconot_availablecetobacter sp." "ASV0442"
"d613f2c52a4c154e9be88d857d041ea6" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0590"
"f866f0ffe82c577945d24df3fa0d0be4" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0848"
"a322f2a3c3de4bac71f9d74ece5a1036" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV0018"
"81ba71063271913d53e2d20641f3f96c" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0032"
"020ebee6fdf5c326e4b40e26a97d5998" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0436"
"81a89f4d31c11001faa7afa7fd1e71ce" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0216"
"ca94e4b3e0ffcab6d95596c79803ddfc" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV0230"
"c511d8a8f7b08ad0f0675df3211cc774" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV0292"
"02ce17ca989112d982fa638ee3319221" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV1028"
"b37ece55df4434ed8f97f4f20ac4f444" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV0537"
"2ef9542a9e856c5a9ad6d5f1038868ce" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "Apis mellifera (honey bee)" "ASV0536"
"c8aecf61c3cb5354ae30ed2910993b85" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Commensalibacter" "not_available" "ASV0204"
"3bc86bde6fd74c19719bb634b5dd2a26" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0852"
"d07ff73d85295faa8249e5d8a1f6449b" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1147"
"f6a077cf2960209731ee55150b21a16f" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1303"
"aeba48443f3d2304f4626918af728777" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1245"
"7059fabe32b414f6ede012c7f6f2cee7" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0847"
"7e4cb94dbda790f4da2cec491481daba" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1298"
"0662195594e2cd698008ab254f2a775a" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0710"
"ac413a371982b57e611871369e9b0b1f" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0895"
"2a0e5f0359c401a9f4611317e7199855" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0957"
"38ad3d7fa577571d229f6b1047362406" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0963"
"9bc89be9bd5a6275b03cd0add58b166a" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus helsingborgensis" "ASV0187"
"42a11cb3d5e213c55e422eed2b2ee9ad" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus helsingborgensis" "ASV0325"
"9abacd15c043f717f9f99ea0d0072a32" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus helsingborgensis" "ASV1064"
"9d14f0c86b58c2757a973c42a930abcb" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus helsingborgensis" "ASV0337"
"e24084b0ec73825aaf93d114fdfecfbc" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus helsingborgensis" "ASV0251"
"c408031ae7f1119ade0fbe24c5bbc99e" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus helsingborgensis" "ASV1201"
"ae82ba5f97ef7608bd6c14dc0be09860" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus helsingborgensis" "ASV1120"
"9979907ec4b320c2e647abc7d494196c" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1264"
"5fe4d810d04bec98bdb678b5157e8ea0" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0503"
"549e3fecbca8df85bab1716e0c6595ca" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1650"
"446745b7d33cfeba35c33c77f7ce5c67" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1653"
"4fc6a3cc64a7678797cbd6fa0b4b8ca4" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0856"
"c64fbeabdbc3c900095ce4e37c9f722e" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0300"
"038cad6080b006b2a276c6cbaa64a1d3" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0742"
"186afa9f28213fdc11a14886bc27d6ed" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0633"
"33868029b2bfab59830fc965da11052f" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0644"
"b54f36bc5336a0aa000c9c06afdd465d" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1496"
"24305f8087eab9160c954e0e760214f4" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1337"
"bbeeecb061fb55d02b2353c7359e4b31" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1257"
"911b676256a768db70312a7f671283ea" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Bartonella" "Bartonella apis" "ASV0595"
"c01fd840dec448e87cabc09b7ff2bc87" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Bartonella" "Bartonella apis" "ASV0596"
"893b06585f24dfba7327888166307d2f" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1473"
"4822211b464b9e0d2c1f3669da1f57ef" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1082"
"1a9d752a25638fed58126acfbeb48c49" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0475"
"8d253eb8643dac94456b1a16c5fe5b0e" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0837"
"9afbb1ac6e8209b2e1af0622f92c78fc" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1133"
"ce4e7557b537fd76ceeed5515bfba1c1" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1651"
"bb76ce020f007360aa5865a4d01b1630" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1037"
"51c8950f96ee67d855f325fa382c0858" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium" "not_available" "ASV1478"
"a69f26eb8024fc6d79cbb6af69c2f36f" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0951"
"f227c21d5d6f8a95e5adfa8895112a3b" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1130"
"925f3708a9ab64cce2b546d9600ad0c9" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1180"
"5552c1d841a48066a72c405723a09556" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0532"
"42a44b3c6f6a67d6b9ffb344644a4dfe" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1287"
"5b8d2dd56522272f2fbbdd895c50df4f" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1290"
"69a105eafe8979cadf5c4e3819ab2728" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1472"
