"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "ASV"
"16cef07792930d6e4a717750d825c87a" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0099"
"10662a7d0e3a03afb37ab6290d343a74" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0030"
"6c33ec89dc1a70eb2b5540f1b87c0c57" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0043"
"397572740d12286daa225ef02b36f57c" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0143"
"3e2564f5dc33d7a892f53a996055536b" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0019"
"8d4e12c3d8b0b89f66a4d6a0a98c8917" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1144"
"cd1a4de5faf23b55b8d76091121571bb" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0265"
"470b94de76bc0e2453331b89f1c59082" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0874"
"17a5e6087d1830f52c8535508ea01c91" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1406"
"c86e34da0001a4877fa954482d6f387b" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1139"
"58a8cc2626247ccbf52cd9510c682852" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1637"
"60e970e5df083b697c0077362037b323" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0490"
"43522f752fd725882b218ee0cffc2ce2" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1715"
"f75d1994515fd07f1ba56a6fa56068f4" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0405"
"f82b0cfc1a4d033ccfea60acbeb3e0c7" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0884"
"87bfba86e9ebd9532b21bc42b1f67873" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0339"
"4727c4e88e743b21f48e174079e5aa8c" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1306"
"b4ddc93bd15d0d2a22e4006ca658c65a" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Gilliamella" "not_available" "ASV1221"
"9c053637153ef283a57bdbc88a544671" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Gilliamella" "not_available" "ASV0669"
"414b2a83835dd8bcee9fad2be719f7ab" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Gilliamella" "not_available" "ASV1458"
"4cb16f8c06da0c1fb65011000a481e35" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Gilliamella" "not_available" "ASV1399"
"d8589cefecbdbcc15b0285c2c79badbc" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Gilliamella" "not_available" "ASV1502"
"43ca8ac7e57a936822ef56382c828b12" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Frischella" "not_available" "ASV0733"
"f3bfea4b73769e06722740fac99dd2b2" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Frischella" "not_available" "ASV1372"
"46eb589fefdd3909edeeeef2309a0670" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Frischella" "not_available" "ASV0909"
"e2e01aea4d7173ec8a25fb2b219e6e24" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "uncultured gamma proteobacterium" "uncultured gamma proteobacterium" "ASV1624"
"834d0904fb9e08f08524b6c61a6c7dab" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "uncultured gamma proteobacterium" "uncultured gamma proteobacterium" "ASV0946"
"784f10c697bec06d193e5d3403258741" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "uncultured gamma proteobacterium" "uncultured gamma proteobacterium" "ASV1177"
"e8ba3c70165ad4b477588fc96efa8f0b" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1174"
"380412274568c2e5bb1150144650d919" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1175"
"d70a94d4dd1ca2d0f07e5f641fb98b9b" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Gilliamella" "not_available" "ASV0489"
"ee43738f4ba1fc1ebca2196b710ffadc" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Gilliamella" "not_available" "ASV0878"
"513572650d0873e834b0462f7729d92b" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Orbales" "Orbaceae" "Gilliamella" "not_available" "ASV1689"
"74ace8cb9a1bd9ec49dc4930a70a53b5" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0573"
"06c2bd5e49c84072ffdd1c7cf5e35050" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0637"
"c758b025745c73f40522aa56712b0d34" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0697"
"abcf0a772ed68239d99019c0b339f5f3" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0666"
"cc23df9af44603a010f000e8cf915ac9" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0606"
"c0013d8118b8c385ae67ae85d254ae95" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1193"
"25b417012571f20919f0b990761fb792" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0306"
"9b6b0672ef83229a339bf3eb450d8d70" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1013"
"6599b6648077a3abb2dc6a190bf9b433" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0477"
"39b7b84b7565ddf41bb6d981f4b9943b" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0570"
"c2d60da60faefe6731b2b6c67e25f5ae" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0415"
"be545cc9fb7c100c17c8336e5defe0d1" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0282"
"f7ae878b2abf0ee886e7f79b654ad366" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0917"
"5dc16360758f652073021ef29c5d3ade" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0454"
"26c31bbdb6bcc281b89f4ef806060fe9" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus fermentum" "ASV0057"
"4a7dabddf072d9ac6460983882887ae0" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0509"
"8621509853ca7cb168307de078fbcd07" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0619"
"382238fecee23d30ee21f99b893b2f62" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0443"
"2aa75769af4fded927d722ca8a78dcca" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0630"
"6fe28de29af38302d470882b35e38c48" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1641"
"b3379a2b97d79722c55465f083fa073c" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1068"
"b4b37fb22ea31db5ece365128665882f" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0755"
"1a2fa74fff93e2ff7fa6d886efe5e9ef" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0809"
"0b6c01924bccbd2afcba9bb40614c610" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0766"
"575151586a16902a85b37d12a20b2c51" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1376"
"b7a19b24afc23c974791ceedddf92be9" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0259"
"ff9f9901199c2bb68cd215869a8e4c1f" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0397"
"8d2ee5f5de70fa2b1f5da4dfcb699562" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0967"
"7666dfd18c9cdb935a524a33201ea73a" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus kunkeei" "ASV0105"
"9e8726ee2d4600788ada1bf11430cef7" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus kunkeei" "ASV0103"
"423e2698499508b79c35569c211c71ca" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus kunkeei" "ASV0024"
"371e3456154d65cee4df34471933a0fd" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1617"
"2cbc28705b145dd1f2ffda0c3d5ea6cf" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0312"
"f9e63f1b83d2cf259d8c8ab303317686" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV0785"
"04bb7e49c3083d6490772e45ecafc4aa" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1344"
"bc6ac64bd8a6323b7b2b9364df95e6ac" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV0965"
"552f05a5b82d72c07ac6853bc917e653" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0261"
"55c1c0adc7dc6119c5a863b71691841a" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0338"
"7c2d70be4018987f0a666e8cc212cf47" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0958"
"1d7e9fc94bbd6fed1c9756f68d87cc3d" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1301"
"c28a31cd3f300bf82df7fb15d373cb40" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1302"
"41066d0a20b52a4e2862b97759e2480f" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1017"
"cea34267184323b29d67a8bf74bd3d37" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1638"
"5d64402e1f306b96761e7f293099685b" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1203"
"0122a06a9aca7237a28dd43fdf19dde8" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1511"
"bde2019f35aee2b710f7497718e98468" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1595"
"65ec05eac5b796adcda9ae2aa2a1e96e" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1002"
"cdd9bc608c6af4c14bcd924acb34213f" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1657"
"aca71766312b2ed56bb7ddd936fd95d9" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1501"
"919101e13869dedd588f2d1026a75b8c" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV0618"
"031def5618df4619c5e35b3c7fd4173c" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1173"
"b620b2a2c0b19b453ac8cea92d5264cf" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1125"
"1afb927b4da260e7bb84d4df1f46fabd" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1434"
"6d0b1db7693aa039e0072bdeed8ca791" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0612"
"a302494ad6e6f36b3320b6cf64e0fd99" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0641"
"4bd6852b2dd9849e414e9d5a44f8628a" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0737"
"d41d917b5bdd9c8e22744d3668b99423" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1514"
"cfb00fc9d129eee86eb5693c69b5e2e8" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1112"
"f0747dc9f2e7d975b7dbf9069bb55668" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV0601"
"ce674cb704491549e5c90f61eb2324fb" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1474"
"81640331aac69e9009eb481df9baff69" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1507"
"8f7d2ad89d00680df84625541927a724" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV0472"
"95844732e3e4f189e68aa62f5d0479d7" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1012"
"b6e767facae39f775ed8b925d1b46c30" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0867"
"0460314cb8fca72fdb8605f0ef810322" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1278"
"96e9f419cc5d84b89fa5352e0216d9e8" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1559"
"62e8bd61405a21d738c25996bf138462" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1267"
"3413b61a3ba52d8ee33ec5120a52b520" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0834"
"1ed231ad7f186541b0941e77d8c563fa" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0481"
"bd314ce6997dc24b97186f1148f159c7" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1660"
"f7be9998e15e0437894619a2db2b3205" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1589"
"d6a5267bc15bba2d2143544e692f82e4" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1618"
"efd886a0424b109dcbd8b66f4dbc2525" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1597"
"aefca18285034e4536f4054548063ece" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0031"
"d1c960daf128281cdb8d2ab601487087" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0027"
"3c5d9b20e9a98d905cfe0360cd7e1a7a" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0004"
"39b91a8b52b2e25e2aa77c9071296318" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0104"
"26a8960b3e6aad8e0d626fcee8633b14" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0094"
"fdc7793b036d87c1063604f5574beb88" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0067"
"62b644ea8b4f7d76193cf5c324cfaec8" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus melliventris" "ASV0023"
"58104f9bf153bd8464891242d61de910" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0045"
"78faffa4d5b37662c874d982753ddfcd" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0052"
"f9c99cc4b445e65454db18ebe5d49e29" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0751"
"6c66206a8b9813619ffdc05bcada7f46" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV0525"
"779accda3cd70259c132be89ed4983c2" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV0700"
"8ba0a7e0ae7aecd66b46537171b2ae93" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV0390"
"1009c6ea9613e5c3e2463dcff557ad0e" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1494"
"b9d7012b780dc9e5409d23cba2f5f485" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1342"
"7da3eb0e641bf8bd0dff2f7349c22934" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV1343"
"9fbffd1a60ce9a1b2d0729334379d3dc" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus apis" "ASV0421"
"60220fcd88697f7790fe24583e91078b" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "Lactobacillus melliventris" "ASV0508"
"f8f66914ef52634d1cf82b89d58defeb" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0931"
"c083a90f9f8b11fb71478600ea72398d" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0933"
"4412d9a304f6dce4502b218a7c27ec13" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0913"
"852cb6e0ef85f36be27dd48f12d95269" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0915"
"dde2083ce87fdf66f1ea72e730346ce4" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1669"
"68682febc3cfa61c3409d972855f5c2f" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1269"
"cdb1e1dcd742702996a3d574f8e69fc5" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1272"
"e21d4987b3c60dd059a972f1c6f1e0e3" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1395"
"86936ccbf6500ad495572f3825fbb489" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV0587"
"794b32ffce3a6143baa071ee8e7f73f5" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1137"
"f62f182930b10814903d5bc7d403ff15" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1678"
"e7d8cb5bc0a1db98ac3b6b0252148842" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1117"
"97a273372475eaabfc4dc1c39501678c" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1136"
"6db42cfdf26d454291682ca7dda362ab" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "not_available" "ASV1429"
"37c403373f6e384169b044d546cb0734" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0418"
"ef1dd43d8e62a09e0abcd1d54dc7b0c7" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0819"
"d71ee1dc52c382f65748dd420b4cc711" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0578"
"5aa0c2e36329bb77cedd8c5ebbe45cf7" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Bartonella" "not_available" "ASV0979"
"0d20210b3d43a51740d5930e194316ba" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Bartonella" "uncultured Rhizobiales bacterium" "ASV0001"
"cabd150ae709573fa418b3c5dc362978" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Bartonella" "not_available" "ASV0029"
"397049d9be333a9f9c7ba23023151b8e" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0240"
"64dd02d2eb55e24d9525226078bfef52" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0348"
"eff6a469f5448b5b13f60fadbfe67dc4" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0478"
"61057aff489b2c59cc6ee95b60e823f8" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Bartonella" "not_available" "ASV1407"
"b6b6133edf8494ccf7d8c8461fe457f0" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Bartonella" "not_available" "ASV0369"
"e8ace9450322906dbc6411c1f2b91a8d" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Bartonella" "uncultured Rhizobiales bacterium" "ASV0158"
"b8a6fbf1ed99f426dbe46f681e0761d3" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Bartonella" "uncultured Rhizobiales bacterium" "ASV0003"
"ebe1dd28c28663b7b5b75ffead043bb3" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Bartonella" "uncultured Rhizobiales bacterium" "ASV0002"
"1972f64bfd99f3027c8b6ca45553a98a" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0389"
"2c59f36eaa6b9b24eb20fcf83262548d" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1633"
"757b9612efa1ec622039679b53b175db" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0883"
"a501809e9e60e0e4082f9a4a9d202cbf" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV1495"
"392871e0e370ff2385e63f8c878b5656" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA "not_available" "ASV0531"
