SampleID	run	treatment	treatment2	sample_type	cage	treatment_cage	date	cycle	treatment_cycle	treatment_cycle2
X22.C1.T.5	run_one	control_Tetracycline	control_Tetracycline	single_bee	cage_1	control_Tetracycline_cage_1	22_3	cycle_3_after_stress	control_Tetracycline_cycle_3_after_stress	control_Tetracycline_cycle_3_after_stress
X22.C2.Ch.1	run_two	control_Chlorothalonil	control_Chlorothalonil	single_bee	cage_2	control_Chlorothalonil_cage_2	22_3	cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress
X22.C2.Ch.2	run_one	control_Chlorothalonil	control_Chlorothalonil	single_bee	cage_2	control_Chlorothalonil_cage_2	22_3	cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress
X22.C2.Ch.3	run_two	control_Chlorothalonil	control_Chlorothalonil	single_bee	cage_2	control_Chlorothalonil_cage_2	22_3	cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress
X22.C3.Ch.1	run_one	control_Chlorothalonil	control_Chlorothalonil	single_bee	cage_3	control_Chlorothalonil_cage_3	22_3	cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress
X22.C3.Ch.2	run_two	control_Chlorothalonil	control_Chlorothalonil	single_bee	cage_3	control_Chlorothalonil_cage_3	22_3	cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress
X22.C3.Ch.3	run_two	control_Chlorothalonil	control_Chlorothalonil	single_bee	cage_3	control_Chlorothalonil_cage_3	22_3	cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress
X22.C3.Ch.4	run_two	control_Chlorothalonil	control_Chlorothalonil	single_bee	cage_3	control_Chlorothalonil_cage_3	22_3	cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress	control_Chlorothalonil_cycle_3_after_stress
X22.C3.T.1	run_one	control_Tetracycline	control_Tetracycline	single_bee	cage_3	control_Tetracycline_cage_3	22_3	cycle_3_after_stress	control_Tetracycline_cycle_3_after_stress	control_Tetracycline_cycle_3_after_stress
X22.C3.T.2	run_one	control_Tetracycline	control_Tetracycline	single_bee	cage_3	control_Tetracycline_cage_3	22_3	cycle_3_after_stress	control_Tetracycline_cycle_3_after_stress	control_Tetracycline_cycle_3_after_stress
X22.C3.T.4	run_two	control_Tetracycline	control_Tetracycline	single_bee	cage_3	control_Tetracycline_cage_3	22_3	cycle_3_after_stress	control_Tetracycline_cycle_3_after_stress	control_Tetracycline_cycle_3_after_stress
X22.C3.T.6	run_two	control_Tetracycline	control_Tetracycline	single_bee	cage_3	control_Tetracycline_cage_3	22_3	cycle_3_after_stress	control_Tetracycline_cycle_3_after_stress	control_Tetracycline_cycle_3_after_stress
X22.Ch1.1	run_two	Chlorothalonil	Chlorothalonil	single_bee	cage_1	Chlorothalonil_cage_1	22_3	cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress
X22.Ch1.2	run_one	Chlorothalonil	Chlorothalonil	single_bee	cage_1	Chlorothalonil_cage_1	22_3	cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress
X22.Ch1.3	run_two	Chlorothalonil	Chlorothalonil	single_bee	cage_1	Chlorothalonil_cage_1	22_3	cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress
X22.Ch2.1	run_one	Chlorothalonil	Chlorothalonil	single_bee	cage_2	Chlorothalonil_cage_2	22_3	cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress
X22.Ch2.2	run_two	Chlorothalonil	Chlorothalonil	single_bee	cage_2	Chlorothalonil_cage_2	22_3	cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress
X22.Ch2.3	run_two	Chlorothalonil	Chlorothalonil	single_bee	cage_2	Chlorothalonil_cage_2	22_3	cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress
X22.Ch3.3	run_one	Chlorothalonil	Chlorothalonil	single_bee	cage_3	Chlorothalonil_cage_3	22_3	cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress
X22.Ch3.5	run_two	Chlorothalonil	Chlorothalonil	single_bee	cage_3	Chlorothalonil_cage_3	22_3	cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress
X22.Ch3.6	run_two	Chlorothalonil	Chlorothalonil	single_bee	cage_3	Chlorothalonil_cage_3	22_3	cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress	Chlorothalonil_cycle_3_after_stress
X22.T2.1	run_two	Tetracycline	Tetracycline	single_bee	cage_2	Tetracycline_cage_2	22_3	cycle_3_after_stress	Tetracycline_cycle_3_after_stress	Tetracycline_cycle_3_after_stress
X23.C1.G.2	run_one	control_Glyphosate	control_Glyphosate	single_bee	cage_1	control_Glyphosate_cage_1	23_3	cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress
X23.C1.G.4	run_two	control_Glyphosate	control_Glyphosate	single_bee	cage_1	control_Glyphosate_cage_1	23_3	cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress
X23.C1.G.6	run_two	control_Glyphosate	control_Glyphosate	single_bee	cage_1	control_Glyphosate_cage_1	23_3	cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress
X23.C2.G.1	run_two	control_Glyphosate	control_Glyphosate	single_bee	cage_2	control_Glyphosate_cage_2	23_3	cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress
X23.C2.G.3	run_one	control_Glyphosate	control_Glyphosate	single_bee	cage_2	control_Glyphosate_cage_2	23_3	cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress
X23.C2.G.4	run_two	control_Glyphosate	control_Glyphosate	single_bee	cage_2	control_Glyphosate_cage_2	23_3	cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress
X23.C3.G.4	run_one	control_Glyphosate	control_Glyphosate	single_bee	cage_3	control_Glyphosate_cage_3	23_3	cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress
X23.C3.G.6	run_two	control_Glyphosate	control_Glyphosate	single_bee	cage_3	control_Glyphosate_cage_3	23_3	cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress
X23.C3.G.9	run_two	control_Glyphosate	control_Glyphosate	single_bee	cage_3	control_Glyphosate_cage_3	23_3	cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress	control_Glyphosate_cycle_3_after_stress
X23.G1.1	run_one	Glyphosate	Glyphosate	single_bee	cage_1	Glyphosate_cage_1	23_3	cycle_3_after_stress	Glyphosate_cycle_3_after_stress	Glyphosate_cycle_3_after_stress
X23.G1.4	run_two	Glyphosate	Glyphosate	single_bee	cage_1	Glyphosate_cage_1	23_3	cycle_3_after_stress	Glyphosate_cycle_3_after_stress	Glyphosate_cycle_3_after_stress
X23.G1.8	run_two	Glyphosate	Glyphosate	single_bee	cage_1	Glyphosate_cage_1	23_3	cycle_3_after_stress	Glyphosate_cycle_3_after_stress	Glyphosate_cycle_3_after_stress
X23.G2.1	run_two	Glyphosate	Glyphosate	single_bee	cage_2	Glyphosate_cage_2	23_3	cycle_3_after_stress	Glyphosate_cycle_3_after_stress	Glyphosate_cycle_3_after_stress
X23.G2.2	run_one	Glyphosate	Glyphosate	single_bee	cage_2	Glyphosate_cage_2	23_3	cycle_3_after_stress	Glyphosate_cycle_3_after_stress	Glyphosate_cycle_3_after_stress
X23.G2.3	run_two	Glyphosate	Glyphosate	single_bee	cage_2	Glyphosate_cage_2	23_3	cycle_3_after_stress	Glyphosate_cycle_3_after_stress	Glyphosate_cycle_3_after_stress
X23.G3.1	run_two	Glyphosate	Glyphosate	single_bee	cage_3	Glyphosate_cage_3	23_3	cycle_3_after_stress	Glyphosate_cycle_3_after_stress	Glyphosate_cycle_3_after_stress
X23.G3.3	run_one	Glyphosate	Glyphosate	single_bee	cage_3	Glyphosate_cage_3	23_3	cycle_3_after_stress	Glyphosate_cycle_3_after_stress	Glyphosate_cycle_3_after_stress
X23.G3.9	run_two	Glyphosate	Glyphosate	single_bee	cage_3	Glyphosate_cage_3	23_3	cycle_3_after_stress	Glyphosate_cycle_3_after_stress	Glyphosate_cycle_3_after_stress
X28.2.SP	run_one	start_microbiome	start_microbiome	start_microbiome	start_microbiome	start_microbiome	28_2	start_microbiome	start_microbiome	start_microbiome
NB.1	run_one	hive_bee	hive_bee	single_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee
NB.2	run_two	hive_bee	hive_bee	single_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee
NB.4	run_two	hive_bee	hive_bee	single_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee
NB.6	run_two	hive_bee	hive_bee	single_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee
NB.8	run_one	hive_bee	hive_bee	single_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee
NB.9	run_two	hive_bee	hive_bee	single_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee	hive_bee
PC.1	run_one	positive_control	positive_control	positive_control	positive_control	positive_control	positive_control	positive_control	positive_control	positive_control
PC.2	run_two	positive_control	positive_control	positive_control	positive_control	positive_control	positive_control	positive_control	positive_control	positive_control
