gene,go
GB15130,GO:0005794
GB15130,GO:0003682
GB15130,GO:0003723
GB15130,GO:0030151
GB13792,GO:0005794
GB13792,GO:0016021
GB13792,GO:0004057
GB13792,GO:0046856
GB11629,GO:0016021
GB11629,GO:0006812
GB19713,GO:0003723
GB19061,GO:0003723
GB19061,GO:0003714
GB19061,GO:0006396
GB16919,GO:0005623
GB16919,GO:0006885
GB18955,GO:0006979
GB13998,GO:0016021
GB13998,GO:0020037
GB13998,GO:0030151
GB13998,GO:0004497
GB13998,GO:0016705
GB11703,GO:0005622
GB11703,GO:0005215
GB14802,GO:0005794
GB14802,GO:0043565
GB14802,GO:0006396
GB17167,GO:0000166
GB17167,GO:0004020
GB30180,GO:0016021
GB30180,GO:0005886
GB30180,GO:0005549
GB30180,GO:0004871
GB17402,GO:0005794
GB17402,GO:0030151
GB17317,GO:0005794
GB17317,GO:0000166
GB17317,GO:0003682
GB17317,GO:0006979
GB10740,GO:0005622
GB10740,GO:0016020
GB10740,GO:0030553
GB10740,GO:0003774
GB10740,GO:0015031
GB10740,GO:0006913
GB10740,GO:0048015
GB16862,GO:0016021
GB19393,GO:0034707
GB19393,GO:0007155
GB19393,GO:0038026
GB13332,GO:0030151
GB11444,GO:0016021
GB11444,GO:0005886
GB11444,GO:0005319
GB16951,GO:0046562
GB16951,GO:0000287
GB16951,GO:0048038
GB16951,GO:0006108
GB19236,GO:0005765
GB16799,GO:0005622
GB16799,GO:0000166
GB16799,GO:0004020
GB16799,GO:0000287
GB16799,GO:0003676
GB16799,GO:0006979
GB16799,GO:0038026
GB13358,GO:0016021
GB15681,GO:0020037
GB15681,GO:0030151
GB15681,GO:0004497
GB15681,GO:0016705
GB18930,GO:0070836
GB18930,GO:0090162
GB19668,GO:0016021
GB17703,GO:0016874
GB17703,GO:0004842
GB16053,GO:0000287
GB16053,GO:0003676
GB11006,GO:0001726
GB11006,GO:0051013
GB15651,GO:0005794
GB15651,GO:0043565
GB15651,GO:0030151
GB15651,GO:0006396
GB15097,GO:0005901
GB15097,GO:0006812
GB13424,GO:0016491
GB17383,GO:0008440
GB10640,GO:0016021
GB10640,GO:0006979
GB14942,GO:0016021
GB14942,GO:0005549
GB14942,GO:0004871
GB17200,GO:0000795
GB17200,GO:0002128
GB12655,GO:0005515
GB19732,GO:0016021
GB19732,GO:0005319
GB16758,GO:0005622
GB16758,GO:0015031
GB11086,GO:0005622
GB11086,GO:0006913
GB19639,GO:0016021
GB19639,GO:0031305
GB19639,GO:0015031
GB18860,GO:0005856
GB18860,GO:0000166
GB18860,GO:0003777
GB18860,GO:0051013
GB16085,GO:0005794
GB16085,GO:0043565
GB16085,GO:0003700
GB16085,GO:0019058
GB16085,GO:0006368
GB16085,GO:0006396
GB10032,GO:0030553
GB10032,GO:0003774
GB12577,GO:0005515
GB16210,GO:0000166
GB16210,GO:0004020
GB18330,GO:0005856
GB18330,GO:0000166
GB18330,GO:0003777
GB18330,GO:0051013
GB13460,GO:0016021
GB13460,GO:0005452
GB17449,GO:0000166
GB16470,GO:0002128
GB16470,GO:0070836
GB10336,GO:0032040
GB16667,GO:0008440
GB16784,GO:0005794
GB16784,GO:0043565
GB16784,GO:0006396
GB11647,GO:0000166
GB11647,GO:0004020
GB13023,GO:0005975
GB17069,GO:0000159
GB17069,GO:0008601
GB17069,GO:0006979
GB11742,GO:0016021
GB11742,GO:0005886
GB11742,GO:0005549
GB11742,GO:0004871
GB10854,GO:0016787
GB13842,GO:0008601
GB14955,GO:0032041
GB14955,GO:0003723
GB14955,GO:0006396
GB14955,GO:0016491
GB15243,GO:0005732
GB15243,GO:0003723
GB15243,GO:0002128
GB10114,GO:0000287
GB10114,GO:0003676
GB10062,GO:0005623
GB10062,GO:0006885
GB10805,GO:0000166
GB10805,GO:0004020
GB13024,GO:0016021
GB11817,GO:0016021
GB11817,GO:0000166
GB11817,GO:0003774
GB18682,GO:0005856
GB17469,GO:0005856
GB17469,GO:0005509
GB17469,GO:0051726
GB17108,GO:0005856
GB17108,GO:0005200
GB17764,GO:0005622
GB17764,GO:0016020
GB17764,GO:0030553
GB17764,GO:0003774
GB17764,GO:0015031
GB17764,GO:0006913
GB17764,GO:0048015
GB10777,GO:0048038
GB11266,GO:0016021
GB11266,GO:0004871
GB11056,GO:0000166
GB11056,GO:0009448
GB15171,GO:0048038
GB15171,GO:0008483
GB15031,GO:0016021
GB15031,GO:0005765
GB14417,GO:0016021
GB14417,GO:0009055
GB14417,GO:0008121
GB11364,GO:0005794
GB11364,GO:0043565
GB11364,GO:0004871
GB11364,GO:0003700
GB11364,GO:0030151
GB11364,GO:0006396
GB11364,GO:0003723
GB11064,GO:0016787
GB13819,GO:0070836
GB18368,GO:0000166
GB18368,GO:0016491
GB18368,GO:0002128
GB14954,GO:0016021
GB14954,GO:0004871
GB15763,GO:0005158
GB15259,GO:0016021
GB15259,GO:0005856
GB15259,GO:0005215
GB15259,GO:0006812
GB20113,GO:0051726
GB20113,GO:0019058
GB20113,GO:0003774
GB20113,GO:0005856
GB20113,GO:0048786
GB30182,GO:0016021
GB30182,GO:0005886
GB30182,GO:0005549
GB30182,GO:0004871
GB11900,GO:0043565
GB11900,GO:0003700
GB18939,GO:0016021
GB11192,GO:0016021
GB14852,GO:0000166
GB16439,GO:0003723
GB16439,GO:0000287
GB18786,GO:0016021
GB19742,GO:0016021
GB16965,GO:0016491
GB18460,GO:0005737
GB18460,GO:0000166
GB14985,GO:0016021
GB19837,GO:0005515
GB11322,GO:0016021
GB11322,GO:0016192
GB14723,GO:0005856
GB14723,GO:0005200
GB14723,GO:0002128
GB13708,GO:0016021
GB13708,GO:0003676
GB16850,GO:0016021
GB16850,GO:0000166
GB16850,GO:0004020
GB16515,GO:0016021
GB16515,GO:0000166
GB16515,GO:0003676
GB16515,GO:0006270
GB16515,GO:0006979
GB18043,GO:0016021
GB18043,GO:0004871
GB11704,GO:0003723
GB11704,GO:0030151
GB16397,GO:0000166
GB16397,GO:0004020
GB16397,GO:0006979
GB12647,GO:0005737
GB12647,GO:0000166
GB12647,GO:0003676
GB15058,GO:0016021
GB13292,GO:0016491
GB18168,GO:0016021
GB18168,GO:0005794
GB18168,GO:0002128
GB11158,GO:0000795
GB11158,GO:0006368
GB11158,GO:0006396
GB13061,GO:0005622
GB13061,GO:0030553
GB13061,GO:0048015
GB10602,GO:0016021
GB10602,GO:0017089
GB13012,GO:0000795
GB13012,GO:0005794
GB13012,GO:0003723
GB19306,GO:0016021
GB19306,GO:0020037
GB19306,GO:0030151
GB19306,GO:0004497
GB19306,GO:0016705
GB15872,GO:0016787
GB15872,GO:0046856
GB15872,GO:0006979
GB14105,GO:0016021
GB14105,GO:0005886
GB14105,GO:0005215
GB14105,GO:0006812
GB13465,GO:0004035
GB15590,GO:0005794
GB16790,GO:0016021
GB16790,GO:0000166
GB16790,GO:0003774
GB10388,GO:0008601
GB16465,GO:0016021
GB16465,GO:0016491
GB16054,GO:0016021
GB16054,GO:0030151
GB16379,GO:0005515
GB18824,GO:0006979
GB15664,GO:0005515
GB12637,GO:0003729
GB12637,GO:0005200
GB12637,GO:0002128
GB12865,GO:0003723
GB12865,GO:0006396
GB20094,GO:0005515
GB18499,GO:0051726
GB18499,GO:0019058
GB18499,GO:0003774
GB18499,GO:0005856
GB18499,GO:0048786
GB18499,GO:0000795
GB15027,GO:0005794
GB15027,GO:0043565
GB15027,GO:0006396
GB19068,GO:0008241
GB13419,GO:0016021
GB13218,GO:0005576
GB13261,GO:0016021
GB11609,GO:0006979
GB17464,GO:0005622
GB17464,GO:0006913
GB14803,GO:0004415
GB14803,GO:0006013
GB15625,GO:0003723
GB12771,GO:0016021
GB14330,GO:0016021
GB12334,GO:0000287
GB18613,GO:0005794
GB18613,GO:0043565
GB15139,GO:0016021
GB15139,GO:0005215
GB14136,GO:0005515
GB14798,GO:0048038
GB14798,GO:0009448
GB14096,GO:0000166
GB14096,GO:0004020
GB15792,GO:0003676
GB15792,GO:0000166
GB18071,GO:0020037
GB18071,GO:0000287
GB16507,GO:0016491
GB16507,GO:0030151
GB18209,GO:0003723
GB12871,GO:0005509
GB19931,GO:0005515
GB16969,GO:0003723
GB16969,GO:0004781
GB16969,GO:0006396
GB15290,GO:0016491
GB15512,GO:0005515
GB14908,GO:0005856
GB14908,GO:0005737
GB14908,GO:0070836
GB15463,GO:0004613
GB15463,GO:0009448
GB11035,GO:0003824
GB10082,GO:0051726
GB10082,GO:0019058
GB10082,GO:0003774
GB10082,GO:0005856
GB10082,GO:0048786
GB10082,GO:0000795
GB11046,GO:0005515
GB19599,GO:0000795
GB10768,GO:0030151
GB10162,GO:0005200
GB10162,GO:0002128
GB16394,GO:0000166
GB16394,GO:0004020
GB17149,GO:0016021
GB11684,GO:0005737
GB11684,GO:0000166
GB13887,GO:0005515
GB12531,GO:0015031
GB15252,GO:0005794
GB15252,GO:0008137
GB18738,GO:0016787
GB19398,GO:0016021
GB17159,GO:0005765
GB17159,GO:0000166
GB17159,GO:0003774
GB17159,GO:0006913
GB13033,GO:0005737
GB13033,GO:0000166
GB13033,GO:0006508
GB10051,GO:0016021
GB11197,GO:0005856
GB11197,GO:0000166
GB11197,GO:0003774
GB11197,GO:0003777
GB11197,GO:0051013
GB17817,GO:0000166
GB17817,GO:0004692
GB11326,GO:0005622
GB11326,GO:0005215
GB19999,GO:0016021
GB19999,GO:0005215
GB19999,GO:0006812
GB10657,GO:0004057
GB11729,GO:0005515
GB17020,GO:0005622
GB17020,GO:1901031
GB16872,GO:0016021
GB16872,GO:0003755
GB16872,GO:0006508
GB16304,GO:0016021
GB16304,GO:0008241
GB16304,GO:0030151
GB17533,GO:0048038
GB17533,GO:0046562
GB10725,GO:0005794
GB10725,GO:0043565
GB10725,GO:0003700
GB10725,GO:0006396
GB10104,GO:0016021
GB19183,GO:0016021
GB19183,GO:0005452
GB10138,GO:0016021
GB10138,GO:0005452
GB19936,GO:0005794
GB10585,GO:0005794
GB10585,GO:0003723
GB10585,GO:0006396
GB12188,GO:0005515
GB19644,GO:0016021
GB13505,GO:0048038
GB13505,GO:0016491
GB15152,GO:0000166
GB15152,GO:0004020
GB18121,GO:0005794
GB13938,GO:0005549
GB17396,GO:0020037
GB17396,GO:0030151
GB17396,GO:0004497
GB17396,GO:0016705
GB19793,GO:0016021
GB12083,GO:0016021
GB12083,GO:0000166
GB12083,GO:0003774
GB12083,GO:0005215
GB12946,GO:0016021
GB12946,GO:0005452
GB16738,GO:0016491
GB13320,GO:0016021
GB13320,GO:0005452
GB10611,GO:0005198
GB12189,GO:0016021
GB12189,GO:0016491
GB14830,GO:0016021
GB15704,GO:0005515
GB13415,GO:0005515
GB10755,GO:0016021
GB14787,GO:0016021
GB15286,GO:0003755
GB15286,GO:0003723
GB15286,GO:0002128
GB19225,GO:0016021
GB20131,GO:0002128
GB17100,GO:0005794
GB17100,GO:0003723
GB17100,GO:0003700
GB17100,GO:0004871
GB17100,GO:0006396
GB19144,GO:0016021
GB19144,GO:0016740
GB19144,GO:0046856
GB18093,GO:0000287
GB18093,GO:0003676
GB16210,GO:0000166
GB16210,GO:0004020
GB19751,GO:0016021
GB19751,GO:0004415
GB19751,GO:0030246
GB19751,GO:0030151
GB19751,GO:0006013
GB18529,GO:0003723
GB10596,GO:0016021
GB10731,GO:0016021
GB10731,GO:0004871
GB10411,GO:0005737
GB10411,GO:0005794
GB10411,GO:0006511
GB16620,GO:0003723
GB16620,GO:0004415
GB16620,GO:0006979
GB15754,GO:0042302
GB14312,GO:0005794
GB14312,GO:0006396
GB11433,GO:0005515
GB12357,GO:0004035
GB17363,GO:0016021
GB17363,GO:0008455
GB17363,GO:0006030
GB17363,GO:0000103
GB18610,GO:0003676
GB18610,GO:0000166
GB18610,GO:0002128
GB14244,GO:0008289
GB14244,GO:0005215
GB15804,GO:0005622
GB15804,GO:0006396
GB16238,GO:0000166
GB16238,GO:0003774
GB19558,GO:0003723
GB13285,GO:0005576
GB13948,GO:0005515
GB18528,GO:0042302
GB12186,GO:0005737
GB12186,GO:0006914
GB12186,GO:0015031
GB12538,GO:0005576
GB12538,GO:0016020
GB12538,GO:0008061
GB12538,GO:0005044
GB12538,GO:0008241
GB12538,GO:0006030
GB17093,GO:0000287
GB12847,GO:0030151
GB12847,GO:0030247
GB12847,GO:0050113
GB17604,GO:0016020
GB17604,GO:0016757
GB10358,GO:0006914
GB10718,GO:0005794
GB10718,GO:0006368
GB10718,GO:0038026
GB13437,GO:0005622
GB14045,GO:0016021
GB14045,GO:0005886
GB14045,GO:0005549
GB14045,GO:0004871
GB11774,GO:0016021
GB11774,GO:0000287
GB15155,GO:0016021
GB15155,GO:0005509
GB15155,GO:0019058
GB15155,GO:0038026
GB16257,GO:0034707
GB16257,GO:0007155
GB16257,GO:0038026
GB17657,GO:0016021
GB17657,GO:0005319
GB10253,GO:0005452
GB17568,GO:0016021
GB17568,GO:0005452
GB12791,GO:0005515
GB10532,GO:0000287
GB12339,GO:0005622
GB12339,GO:0000166
GB12339,GO:0004871
GB13833,GO:0005576
GB13833,GO:0005509
GB13833,GO:0007155
GB15176,GO:0046856
GB14418,GO:0000166
GB14418,GO:0004020
GB14418,GO:0007049
GB18475,GO:0005516
GB17810,GO:0005856
GB17810,GO:0070836
GB19790,GO:0016021
GB10809,GO:0016020
GB10809,GO:0008455
GB10809,GO:0005975
GB14790,GO:0003700
GB11108,GO:0030151
GB11108,GO:0030247
GB11108,GO:0016705
GB11980,GO:0005515
GB11335,GO:0016021
GB11335,GO:0005452
GB15271,GO:0030151
GB14826,GO:0019992
GB16614,GO:0005515
GB10195,GO:0005622
GB10195,GO:0015031
GB20151,GO:0005515
GB15546,GO:0016021
GB15546,GO:0008455
GB15470,GO:0005794
GB15470,GO:0030151
GB18923,GO:0005737
GB18923,GO:0005794
GB18923,GO:0003723
GB18923,GO:0004871
GB18923,GO:0003700
GB18923,GO:0006396
GB11362,GO:0031305
GB17666,GO:0016021
GB17627,GO:0003723
GB16260,GO:0016021
GB17013,GO:0016021
GB11023,GO:0016491
GB11023,GO:0030151
GB18563,GO:0005622
GB18563,GO:0030151
GB12896,GO:0016021
GB12896,GO:0004871
GB19499,GO:0005737
GB19499,GO:0008241
GB19499,GO:0030151
GB15158,GO:0051726
GB15158,GO:0019058
GB15158,GO:0003774
GB15158,GO:0005856
GB15158,GO:0000795
GB15158,GO:0048786
GB14342,GO:0002128
GB19946,GO:0005515
GB16955,GO:0000287
GB17342,GO:0005515
GB19054,GO:0005515
GB16881,GO:0005856
GB16881,GO:0007605
GB13361,GO:0055114
GB13361,GO:0050113
GB16812,GO:0005794
GB14314,GO:0016021
GB14314,GO:0007155
GB17508,GO:0003729
GB17864,GO:0003824
GB11157,GO:0005623
GB14156,GO:0005515
GB15079,GO:0016491
GB15079,GO:0009448
GB15070,GO:0016021
GB15070,GO:0005319
GB19257,GO:0016021
GB19257,GO:0005319
GB19257,GO:0030054
GB19257,GO:0048786
GB16340,GO:0005515
GB14955,GO:0016491
GB14955,GO:0032041
GB14955,GO:0003723
GB14955,GO:0006396
GB14860,GO:0005856
GB14860,GO:0003777
GB14860,GO:0051013
GB10498,GO:0051920
GB13968,GO:0016579
GB16787,GO:0016021
GB16787,GO:0030151
GB16787,GO:0016491
GB16787,GO:0046856
GB13441,GO:0005515
GB11600,GO:0005515
GB17345,GO:0008241
GB12001,GO:0000287
GB13971,GO:0016021
GB15789,GO:0016491
GB13540,GO:0003729
GB12638,GO:0005901
GB12638,GO:0005794
GB12638,GO:0016021
GB12638,GO:0070836
GB18325,GO:0016021
GB18325,GO:0006812
GB14439,GO:0003729
GB17097,GO:0016021
GB10667,GO:0005856
GB13596,GO:0000166
GB13596,GO:0006812
GB15047,GO:0016021
GB15047,GO:0030151
GB15847,GO:0005856
GB15847,GO:0048038
GB15847,GO:0008177
GB15847,GO:0022900
GB13550,GO:0008641
GB19038,GO:0016021
GB19038,GO:0016740
GB19038,GO:0046856
GB13483,GO:0003723
GB13483,GO:0006396
GB11667,GO:0005794
GB18063,GO:0005794
GB18063,GO:0043565
GB18063,GO:0003700
GB18063,GO:0019058
GB14420,GO:0005516
GB12246,GO:0005622
GB12246,GO:0000287
GB12246,GO:0015031
GB14224,GO:0016021
GB14224,GO:0006812
GB12622,GO:0032040
GB11323,GO:0005515
GB19210,GO:0071797
GB10363,GO:0016021
GB12525,GO:0016021
GB12525,GO:0000166
GB12525,GO:0003774
GB16611,GO:0016533
GB16611,GO:0008601
GB11376,GO:0016021
GB11376,GO:0016787
GB11376,GO:0046856
GB14601,GO:0016021
GB18795,GO:0016021
GB15795,GO:0005794
GB15795,GO:0003676
GB15795,GO:0030151
GB19698,GO:0016021
GB19698,GO:0005452
GB13731,GO:0005856
GB13731,GO:0005200
GB13731,GO:0002128
GB13324,GO:0030553
GB13324,GO:0003774
GB13260,GO:0016021
GB13260,GO:0004871
GB10553,GO:0005622
GB10553,GO:0016020
GB10553,GO:0030553
GB10553,GO:0003774
GB10553,GO:0015031
GB10553,GO:0006913
GB10553,GO:0048015
GB11284,GO:0005737
GB11284,GO:0005794
GB11284,GO:0006511
GB19949,GO:0016787
GB19949,GO:0000287
GB19949,GO:0003676
GB13935,GO:0000166
GB13935,GO:0004692
GB13935,GO:0006979
GB15419,GO:0005515
GB20056,GO:0016021
GB12818,GO:0000795
GB12818,GO:0005794
GB12818,GO:0003723
GB16337,GO:0030151
GB16337,GO:0004511
GB10984,GO:0005516
GB15200,GO:0005975
GB16969,GO:0016020
GB16969,GO:0008241
GB16969,GO:0000287
GB15898,GO:0016021
GB15898,GO:0000166
GB15898,GO:0004020
GB15898,GO:0042351
GB17770,GO:0006270
GB10090,GO:0036459
GB10090,GO:0030151
GB10090,GO:0016579
GB10219,GO:0016021
GB14742,GO:0005515
GB13918,GO:0005794
GB13918,GO:0003723
GB13918,GO:0006396
GB18958,GO:0016021
GB18958,GO:0005319
GB18941,GO:0005089
GB18941,GO:1901031
GB12419,GO:0042555
GB12419,GO:0005794
GB12419,GO:0000166
GB12419,GO:0003723
GB12419,GO:0003774
GB12419,GO:0006270
GB13043,GO:0003676
GB13043,GO:0000166
GB14954,GO:0016021
GB14954,GO:0004871
GB14285,GO:0016021
GB20099,GO:0005515
GB14469,GO:0005622
GB14469,GO:0016020
GB14469,GO:0030553
GB14469,GO:0003774
GB14469,GO:0015031
GB14469,GO:0006913
GB14469,GO:0048015
GB12199,GO:0005515
GB16492,GO:0005737
GB16492,GO:0005856
GB16492,GO:0030553
GB16492,GO:0003774
GB16492,GO:0005200
GB16492,GO:0007017
GB13132,GO:0000166
GB13132,GO:0004020
GB13407,GO:0005794
GB13407,GO:0004057
GB13407,GO:0003700
GB13407,GO:0030151
GB10372,GO:0002128
GB10372,GO:1901031
GB10372,GO:0004020
GB10372,GO:0000166
GB10372,GO:0016020
GB18197,GO:0070836
GB18197,GO:0007155
GB18197,GO:0051013
GB17102,GO:0003723
GB16144,GO:0005975
GB11189,GO:0016021
GB16372,GO:0016021
GB10730,GO:0003676
GB15278,GO:0030246
GB10236,GO:0005794
GB10236,GO:0006396
GB10772,GO:0005794
GB10772,GO:0003723
GB10772,GO:0019058
GB10772,GO:0006396
GB12300,GO:0008241
GB13888,GO:0003729
GB16043,GO:0007049
GB19033,GO:0000287
GB19033,GO:0003676
GB11394,GO:0016021
GB11394,GO:0006812
GB19813,GO:0000795
GB19813,GO:0003714
GB10327,GO:0005622
GB10327,GO:0000287
GB10327,GO:0006979
GB14125,GO:0048038
GB19459,GO:0005794
GB19459,GO:0006270
GB19996,GO:0005623
GB19996,GO:0009055
GB19996,GO:0015035
GB19996,GO:0006885
GB19359,GO:0005198
GB19359,GO:0015031
GB19359,GO:0016192
GB16601,GO:0005794
GB16601,GO:0003723
GB16601,GO:0030151
GB12442,GO:0009448
GB10859,GO:0051537
GB10859,GO:0000287
GB10859,GO:0008137
GB10859,GO:0048038
GB11137,GO:0000287
GB19476,GO:0030151
GB12410,GO:0030151
GB19923,GO:0008241
GB19449,GO:0016021
GB19449,GO:0005886
GB19449,GO:0007605
GB10249,GO:0000287
GB17023,GO:0016021
GB17023,GO:0008146
GB17023,GO:0000103
GB18501,GO:0005623
GB18501,GO:0016853
GB18501,GO:0006885
GB17684,GO:0000166
GB17684,GO:0003910
GB17684,GO:0000287
GB17684,GO:0046856
GB10483,GO:0004035
GB12044,GO:0016021
GB12044,GO:0006812
GB14064,GO:0016021
GB15854,GO:0000166
GB15854,GO:0008641
GB15854,GO:0002128
GB13862,GO:0016021
GB13862,GO:0004020
GB13862,GO:0005975
GB19504,GO:0016021
GB14673,GO:0008177
GB14673,GO:0048038
GB16007,GO:0016021
GB16007,GO:0004871
GB18334,GO:0005576
GB18334,GO:0008061
GB18334,GO:0006030
GB14809,GO:0005737
GB14809,GO:0006897
GB15495,GO:0043565
GB15495,GO:0003700
GB15495,GO:0030151
GB17015,GO:0016021
GB17015,GO:0008455
GB11993,GO:0003824
GB11993,GO:0030151
GB19469,GO:0031305
GB18226,GO:0005515
GB11779,GO:0000287
GB11779,GO:0003676
GB11231,GO:0000166
GB11231,GO:0000287
GB13451,GO:0005622
GB13451,GO:0016020
GB13451,GO:0030553
GB13451,GO:0003774
GB13451,GO:0015031
GB13451,GO:0006913
GB13451,GO:0048015
GB11953,GO:1901031
GB11953,GO:0038026
GB10903,GO:0005856
GB10903,GO:0005200
GB10903,GO:0002128
GB12547,GO:0000166
GB13283,GO:0016021
GB13283,GO:0008241
GB12217,GO:0003676
GB12217,GO:0000166
GB13522,GO:0000166
GB13522,GO:0004020
GB18796,GO:0016021
GB18864,GO:0016021
GB18864,GO:0000166
GB18864,GO:0003774
GB15609,GO:0005856
GB15609,GO:0000166
GB15609,GO:0003777
GB15609,GO:0051013
GB16023,GO:0016021
GB12824,GO:0016021
GB17522,GO:0005794
GB17522,GO:0000166
GB17522,GO:0003682
GB17522,GO:0006979
GB13495,GO:0005794
GB13495,GO:0005667
GB13495,GO:0003723
GB13495,GO:0003700
GB13495,GO:0007049
GB13495,GO:0006396
GB20108,GO:0000287
GB11956,GO:0016021
GB11956,GO:0016746
GB11956,GO:0046856
GB11639,GO:0030054
GB11639,GO:0016021
GB11639,GO:0005886
GB11639,GO:0045202
GB11639,GO:0005319
GB13409,GO:0005794
GB13409,GO:0043565
GB13409,GO:0003700
GB13409,GO:0019058
GB18217,GO:0016021
GB18217,GO:0005794
GB18217,GO:0008137
GB14260,GO:0016021
GB14260,GO:0005794
GB14260,GO:0003676
GB14260,GO:0000166
GB18020,GO:0016021
GB18020,GO:0006508
GB12351,GO:0003774
GB12351,GO:0003723
GB10421,GO:0016021
GB10421,GO:0006812
GB18186,GO:0051726
GB15936,GO:0003676
GB15936,GO:0000166
GB12814,GO:0007155
GB19363,GO:0004613
GB19363,GO:0048038
GB19363,GO:0009448
GB11910,GO:0000166
GB11910,GO:0004020
GB11910,GO:0007049
GB11370,GO:0016021
GB16498,GO:0005622
GB16498,GO:0008601
GB16498,GO:0005085
GB16498,GO:0051013
GB16498,GO:0097111
GB16498,GO:0048015
GB16564,GO:0006913
GB14846,GO:0016021
GB12666,GO:0003824
GB12666,GO:0043169
GB12666,GO:0005975
GB12205,GO:0005509
GB17627,GO:0003723
GB15093,GO:0036459
GB15093,GO:0030151
GB15093,GO:0016579
GB15093,GO:0006511
GB15634,GO:0020037
GB15634,GO:0030151
GB15634,GO:0004497
GB15634,GO:0016705
GB18097,GO:0003676
GB18097,GO:0000166
GB16134,GO:0016021
GB19767,GO:0016021
GB10542,GO:0016021
GB10542,GO:0016757
GB12016,GO:0019992
GB12016,GO:0006979
GB16114,GO:0005737
GB16114,GO:0000287
GB16896,GO:0000287
GB17669,GO:0046332
GB18913,GO:0016021
GB18913,GO:0004871
GB18913,GO:0006979
GB18578,GO:0003723
GB11655,GO:0016874
GB18436,GO:0008146
GB16804,GO:0016021
GB18408,GO:0000287
GB13252,GO:0005515
GB12592,GO:0005794
GB12592,GO:0051301
GB14028,GO:0005794
GB14028,GO:0007049
GB19621,GO:0005622
GB19621,GO:0006979
GB14980,GO:0016021
GB14980,GO:0005622
GB14980,GO:0005319
GB14980,GO:0006979
GB10626,GO:0005856
GB10626,GO:0005200
GB10626,GO:0002128
GB11312,GO:0004035
GB11312,GO:0007605
GB13964,GO:0016021
GB13964,GO:0016798
GB13964,GO:0005975
GB19844,GO:0016491
GB16723,GO:0016021
GB16723,GO:0006812
GB15455,GO:0000287
GB15143,GO:0005856
GB15143,GO:0005200
GB15143,GO:0002128
GB12021,GO:0000287
GB12021,GO:0003676
GB12752,GO:0005794
GB10466,GO:0016021
GB10466,GO:0020037
GB10466,GO:0030151
GB10466,GO:0004497
GB10466,GO:0016705
GB13844,GO:0000166
GB13844,GO:0004020
GB13102,GO:0000287
GB10148,GO:0030553
GB10148,GO:0003774
GB17793,GO:0020037
GB17793,GO:0030151
GB17793,GO:0004497
GB17793,GO:0016705
GB17740,GO:0005622
GB17740,GO:0005319
GB19452,GO:0030246
GB19452,GO:0004415
GB19452,GO:0005975
GB18766,GO:0016787
GB12290,GO:0005615
GB12290,GO:0038026
GB12290,GO:0006836
GB12290,GO:0007267
GB17302,GO:0005794
GB17302,GO:0003676
GB10077,GO:0005794
GB10077,GO:0043565
GB10077,GO:0004871
GB10077,GO:0003700
GB10077,GO:0030151
GB10077,GO:0006396
GB17287,GO:0005622
GB17287,GO:0000287
GB17287,GO:0015031
GB17287,GO:0006897
GB18235,GO:0005737
GB19065,GO:0005622
GB19065,GO:0030151
GB16216,GO:0016021
GB10887,GO:0000166
GB10887,GO:0004020
GB10887,GO:0006979
GB11188,GO:0016021
GB11188,GO:0004871
GB15375,GO:0016491
GB11916,GO:0005856
GB11916,GO:0000166
GB11916,GO:0003774
GB11916,GO:0003777
GB11916,GO:0051013
GB19803,GO:0016021
GB19803,GO:0004871
GB14108,GO:0005198
GB14108,GO:0015031
GB14108,GO:0016192
GB19151,GO:0031012
GB19151,GO:0005509
GB19151,GO:0008241
GB19151,GO:0030151
GB19612,GO:0005856
GB19612,GO:0030151
GB19612,GO:0007155
GB17366,GO:0016021
GB17366,GO:0005452
GB18118,GO:0016021
GB18118,GO:0005452
GB18118,GO:0005319
GB19789,GO:0016021
GB11865,GO:0005515
GB13003,GO:0003676
GB13003,GO:0000166
GB10448,GO:0051726
GB10448,GO:0019058
GB10448,GO:0003774
GB10448,GO:0005856
GB10448,GO:0048786
GB10448,GO:0000795
GB10973,GO:0000166
GB10973,GO:0004020
GB17448,GO:0016021
GB17448,GO:0008241
GB16351,GO:0005509
GB16555,GO:0005622
GB16555,GO:0005509
GB16555,GO:0004104
GB16555,GO:0004871
GB16555,GO:0006979
GB16555,GO:0046856
GB14584,GO:0000166
GB14584,GO:0003774
GB14584,GO:0003676
GB19860,GO:0000166
GB19860,GO:0006508
GB12317,GO:0005515
GB16111,GO:0005856
GB16111,GO:0005200
GB16111,GO:0002128
GB11809,GO:0016021
GB11809,GO:0004871
GB11809,GO:0006979
GB14484,GO:0031305
GB14319,GO:0000287
GB14319,GO:0003676
GB18455,GO:0016021
GB18455,GO:0006915
GB10386,GO:0000166
GB10386,GO:0000287
GB10386,GO:0004020
GB15137,GO:0003676
GB15137,GO:0000166
GB13491,GO:0005794
GB13491,GO:0043565
GB13491,GO:0003700
GB12778,GO:0003824
GB18643,GO:0005856
GB18643,GO:0003777
GB18643,GO:0051013
GB13192,GO:0016021
GB13192,GO:0008241
GB13192,GO:0030151
GB13192,GO:0006509
GB13192,GO:0038026
GB10559,GO:0016021
GB10559,GO:0004035
GB15077,GO:0000287
GB13450,GO:0000166
GB13450,GO:0004020
GB14617,GO:0016021
GB20089,GO:0005794
GB10214,GO:0016021
GB10214,GO:0030151
GB10214,GO:0000166
