gene,go
GB11233,GO:0016021
GB14170,GO:0005622
GB14362,GO:0000166
GB11465,GO:0004035
GB17563,GO:0003723
GB17563,GO:0006396
GB14512,GO:0016021
GB14789,GO:0003676
GB14789,GO:0000166
GB13494,GO:0016021
GB13494,GO:0005319
GB11374,GO:0016021
GB11374,GO:0005622
GB11374,GO:0006979
GB19444,GO:0048038
GB19444,GO:0030151
GB19444,GO:0016491
GB11754,GO:0016021
GB11754,GO:0020037
GB11754,GO:0030151
GB11754,GO:0004497
GB11754,GO:0016705
GB17293,GO:0016021
GB16936,GO:0000166
GB16936,GO:0003777
GB16936,GO:0051013
GB18240,GO:0003676
GB18240,GO:0000166
GB15479,GO:0000166
GB15479,GO:0004020
GB15328,GO:0034707
GB15328,GO:0005452
GB15328,GO:0070836
GB16539,GO:0003676
GB16539,GO:0000166
GB20021,GO:0005622
GB20021,GO:0004383
GB20021,GO:0020037
GB20021,GO:0000166
GB20021,GO:0006979
GB16823,GO:0016021
GB18735,GO:0005622
GB18735,GO:0004383
GB18735,GO:0020037
GB18735,GO:0006979
GB18735,GO:0000166
GB18337,GO:0019992
GB19267,GO:0005509
GB11989,GO:0005794
GB11989,GO:0003723
GB11989,GO:0006396
GB17378,GO:0000166
GB17378,GO:0006541
GB17473,GO:0006013
GB17473,GO:0009448
GB16785,GO:0000287
GB16785,GO:0003676
GB19251,GO:0005622
GB19251,GO:0004035
GB19321,GO:0005515
GB15386,GO:0016021
GB17092,GO:0004020
GB20043,GO:0016021
GB20043,GO:0005319
GB11466,GO:0005737
GB14906,GO:0016021
GB14906,GO:0005622
GB14906,GO:0030553
GB14906,GO:0048015
GB14853,GO:0016021
GB14853,GO:0030553
GB14853,GO:0003774
GB19115,GO:0016021
GB19115,GO:0030246
GB19115,GO:0004871
GB19115,GO:0006979
GB17351,GO:0051013
GB11227,GO:0005856
GB11227,GO:0005200
GB11227,GO:0002128
GB17929,GO:0016021
GB17929,GO:0017089
GB17169,GO:0008241
GB14572,GO:0016021
GB17931,GO:0080019
GB10973,GO:0000166
GB16155,GO:0005622
GB16155,GO:0030151
GB16155,GO:0015031
GB16155,GO:0016192
GB10119,GO:0005622
GB10119,GO:0005085
GB10119,GO:0048015
GB16120,GO:0000166
GB10352,GO:0000166
GB16414,GO:0005615
GB16414,GO:0005509
GB16414,GO:0005201
GB18917,GO:0005856
GB18917,GO:0070836
GB18047,GO:0016021
GB18047,GO:0004871
GB11259,GO:0016021
GB11259,GO:0000166
GB11259,GO:0003774
GB17633,GO:0016021
GB15738,GO:0016021
GB13184,GO:0008484
GB15420,GO:0000287
GB15420,GO:0003676
GB16604,GO:0005856
GB16604,GO:0005200
GB16604,GO:0002128
GB10509,GO:0005515
GB19571,GO:0016021
GB17482,GO:0016021
GB17304,GO:0005515
GB10036,GO:0006979
GB10036,GO:0005576
GB10036,GO:0019058
GB10036,GO:0097531
GB12956,GO:0004057
GB14858,GO:0008241
GB14858,GO:0030151
GB10325,GO:0016021
GB10325,GO:0005319
GB19553,GO:0005737
GB19553,GO:0005794
GB13067,GO:0048038
GB14941,GO:0005856
GB14941,GO:0003723
GB14941,GO:0005200
GB14941,GO:0016740
GB14941,GO:0002128
GB12212,GO:0043565
GB12212,GO:0003700
GB12212,GO:0006368
GB11768,GO:0005576
GB17299,GO:0016021
GB17299,GO:0008146
GB13459,GO:0016021
GB13459,GO:0005509
GB13459,GO:0020037
GB13459,GO:0051920
GB13459,GO:0006979
GB11665,GO:0004415
GB11665,GO:0005975
GB11665,GO:0006030
GB19798,GO:0016798
GB14533,GO:0003723
GB15323,GO:0016021
GB12719,GO:0005737
GB12719,GO:0000166
GB16429,GO:0006013
GB16429,GO:0009448
GB11554,GO:0006511
GB17549,GO:0005509
GB17549,GO:0030553
GB18727,GO:0005975
GB18727,GO:0006108
GB18727,GO:0022900
GB19097,GO:0008601
GB19097,GO:0019058
GB19097,GO:0008285
GB19097,GO:1901031
GB19097,GO:0006915
GB19097,GO:0038026
GB18512,GO:0016021
GB18512,GO:0006812
GB16687,GO:0005794
GB16687,GO:0006812
GB16836,GO:0016021
GB16836,GO:0005452
GB10181,GO:0016021
GB17805,GO:0003676
GB17805,GO:0000166
GB13441,GO:0005515
GB13378,GO:0005794
GB13378,GO:0005200
GB10157,GO:0016021
GB10157,GO:0008146
GB11130,GO:0003676
GB11130,GO:0000166
GB10668,GO:0016021
GB10668,GO:0020037
GB10668,GO:0030151
GB10668,GO:0004497
GB10668,GO:0016705
GB14077,GO:0008241
GB17899,GO:0005794
GB17899,GO:0016021
GB17899,GO:0008484
GB17899,GO:0016740
GB11357,GO:0005794
GB11357,GO:0003676
GB11357,GO:0030151
GB17446,GO:0048038
GB17446,GO:0046562
GB10718,GO:0038026
GB15562,GO:0016021
GB15562,GO:0005215
GB15562,GO:0006812
GB10293,GO:0003676
GB15471,GO:0016021
GB13747,GO:0003723
GB13747,GO:0019058
GB13747,GO:0006396
GB19189,GO:0016021
GB10559,GO:0016021
GB10559,GO:0004035
GB17710,GO:0005856
GB17710,GO:0007017
GB17710,GO:0019058
GB19588,GO:0005515
GB15927,GO:0005515
GB17752,GO:0016021
GB17752,GO:0005319
GB10060,GO:0005509
GB12346,GO:0030151
GB10200,GO:0016021
GB10200,GO:0000166
GB10200,GO:0004020
GB11031,GO:0005622
GB11031,GO:0000166
GB11031,GO:0004871
GB16751,GO:0005452
GB19637,GO:0005975
GB15869,GO:0005794
GB15869,GO:0043565
GB15869,GO:0003700
GB11067,GO:0008484
GB18748,GO:0000166
GB18748,GO:0004020
GB12545,GO:0005856
GB12545,GO:0005198
GB12545,GO:0007155
GB15314,GO:0000166
GB15314,GO:0004020
GB18479,GO:0005856
GB18479,GO:0000166
GB18479,GO:0003774
GB16262,GO:0000287
GB16262,GO:0003676
GB19956,GO:0003994
GB19956,GO:0030151
GB19956,GO:0006730
GB17076,GO:0005515
GB18000,GO:0000166
GB17572,GO:0004035
GB19942,GO:0005622
GB19942,GO:0016020
GB19942,GO:0030553
GB19942,GO:0003774
GB19942,GO:0015031
GB19942,GO:0006913
GB19942,GO:0048015
GB14643,GO:0005856
GB14643,GO:0005921
GB14643,GO:0000166
GB14643,GO:0004020
GB14643,GO:0004871
GB14643,GO:1901031
GB11364,GO:0005794
GB11364,GO:0003723
GB11364,GO:0004871
GB11364,GO:0003700
GB11364,GO:0006396
GB11364,GO:0043565
GB11364,GO:0030151
GB19295,GO:0008241
GB19836,GO:0016021
GB19836,GO:0005319
GB19836,GO:0030054
GB19836,GO:0048786
GB17117,GO:0016021
GB10829,GO:0005794
GB10829,GO:0003676
GB10829,GO:0030151
GB19649,GO:0016020
GB19649,GO:0005044
GB19649,GO:0008241
GB12387,GO:0016021
GB18179,GO:0016021
GB18179,GO:0005886
GB18179,GO:0005549
GB18179,GO:0004871
GB17381,GO:0000166
GB17381,GO:0004020
GB11219,GO:0000166
GB11219,GO:0046856
GB16016,GO:0005794
GB16016,GO:0016021
GB18189,GO:0005515
GB16493,GO:0016021
GB16493,GO:0008241
GB13628,GO:0005856
GB13628,GO:0000166
GB13628,GO:0003824
GB13628,GO:0003723
GB13628,GO:0006511
GB12788,GO:0016874
GB12788,GO:0004842
GB12788,GO:0030151
GB17031,GO:0005515
GB18157,GO:0030054
GB18157,GO:0016021
GB18157,GO:0048786
GB18157,GO:0005319
GB18629,GO:0003723
GB18629,GO:0004781
GB18629,GO:0006396
GB19780,GO:0005794
GB19780,GO:0043565
GB19780,GO:0019058
GB19780,GO:0006396
GB20013,GO:0005737
GB20013,GO:0000166
GB20013,GO:0016787
GB14624,GO:0000166
GB10599,GO:0005622
GB10599,GO:0016020
GB10599,GO:0030553
GB10599,GO:0015031
GB10599,GO:0048015
GB18266,GO:0005794
GB18266,GO:0043565
GB18266,GO:0006396
GB30172,GO:0016021
GB30172,GO:0005549
GB30172,GO:0004871
GB19606,GO:0030151
GB16564,GO:0006913
GB13768,GO:0005794
GB13768,GO:0003723
GB13768,GO:0000166
GB13768,GO:0030151
GB13768,GO:0006270
GB16920,GO:0016021
GB16920,GO:0006812
GB16010,GO:0000795
GB16010,GO:0003729
GB16010,GO:0002128
GB16861,GO:0016021
GB12160,GO:0000166
GB12160,GO:0003774
GB12160,GO:0003676
GB19283,GO:0005509
GB15691,GO:0008455
GB15691,GO:0046856
GB15488,GO:0004057
GB10381,GO:0000166
GB18957,GO:0016021
GB17223,GO:0016491
GB14514,GO:0005622
GB14514,GO:0006812
GB15611,GO:0008241
GB15611,GO:0030151
GB17070,GO:0016021
GB17070,GO:0006812
GB10673,GO:0005622
GB10673,GO:0005833
GB10673,GO:0000287
GB10673,GO:0008601
GB10673,GO:0006979
GB17733,GO:0005576
GB17733,GO:0008061
GB17733,GO:0004415
GB17733,GO:0005975
GB17733,GO:0006030
GB13837,GO:0005794
GB13837,GO:0004035
GB11479,GO:0070836
GB10911,GO:0016021
GB11423,GO:0000166
GB11423,GO:0004020
GB14782,GO:0005794
GB11348,GO:0003755
GB11348,GO:0003723
GB11348,GO:0002128
GB11348,GO:0006396
GB14791,GO:0000166
GB14791,GO:0006812
GB12691,GO:0005856
GB12691,GO:0005200
GB12691,GO:0002128
GB12646,GO:0005794
GB12646,GO:0007049
GB16584,GO:0030151
GB16584,GO:0008285
GB13746,GO:0000795
GB13746,GO:0003729
GB13746,GO:0030151
GB17429,GO:0005622
GB17429,GO:0004020
GB17429,GO:0019992
GB17429,GO:0046856
GB17429,GO:0048015
GB15813,GO:0005549
GB14172,GO:0005515
GB10969,GO:0005515
GB16567,GO:0016021
GB16567,GO:0005319
GB19408,GO:0016021
GB19408,GO:0004057
GB15643,GO:0005794
GB15643,GO:0003723
GB15643,GO:0003700
GB13078,GO:0016021
GB13078,GO:0005765
GB13078,GO:0015031
GB15894,GO:0005794
GB15894,GO:0043565
GB15894,GO:0006396
GB15750,GO:0016021
GB13160,GO:0000166
GB16293,GO:0016021
GB16293,GO:0005886
GB16293,GO:0005549
GB16293,GO:0004871
GB11839,GO:0000166
GB11839,GO:0004020
GB11405,GO:0000287
GB11405,GO:0003676
GB10943,GO:0008241
GB14820,GO:0003676
GB14820,GO:0000166
GB14820,GO:0006396
GB11092,GO:0005549
GB18505,GO:0016021
GB15307,GO:0006979
GB16716,GO:0005515
GB14564,GO:0005581
GB14564,GO:0005615
GB14564,GO:0005201
GB15353,GO:0016021
GB15353,GO:0020037
GB15353,GO:0030151
GB15353,GO:0004497
GB15353,GO:0016705
GB17025,GO:0005509
GB12391,GO:0000166
GB14371,GO:0016021
GB16088,GO:0034707
GB16088,GO:1901031
GB13685,GO:0005085
GB12983,GO:0008440
GB11690,GO:0016021
GB13893,GO:0016021
GB13893,GO:0005794
GB13893,GO:0008455
GB14517,GO:0000287
GB14517,GO:0048038
GB14517,GO:0022900
GB11769,GO:0000166
GB11769,GO:0004020
GB11769,GO:0006139
GB15667,GO:0005623
GB13115,GO:0004035
GB13115,GO:0006629
GB16979,GO:0005794
GB16979,GO:0000166
GB16979,GO:0003774
GB11935,GO:0016021
GB18839,GO:0005622
GB18839,GO:0000287
GB18839,GO:0006979
GB15289,GO:0003824
GB17027,GO:0005515
GB20126,GO:0016021
GB20126,GO:0048038
GB20126,GO:0046562
GB11476,GO:0016021
GB19396,GO:0008601
GB19871,GO:0042555
GB19871,GO:0005794
GB19871,GO:0000166
GB19871,GO:0003723
GB19871,GO:0003774
GB19871,GO:0006270
GB14531,GO:0016021
GB17442,GO:0016021
GB17442,GO:0019058
GB19788,GO:0005515
GB10216,GO:0016021
GB12704,GO:0016021
GB12810,GO:0030151
GB19281,GO:0005794
GB19281,GO:0006396
GB15647,GO:0016021
GB15917,GO:0005509
GB11623,GO:0030151
GB12514,GO:0016787
GB12514,GO:0046856
GB16038,GO:0008241
GB15827,GO:0003723
GB19661,GO:0000166
GB15165,GO:0016021
GB14065,GO:0005515
GB19442,GO:0005856
GB19442,GO:0005200
GB19442,GO:0002128
GB16579,GO:0008177
GB16579,GO:0048038
GB19966,GO:0016021
GB19966,GO:0005452
GB12854,GO:0004070
GB12854,GO:0008483
GB12854,GO:0006013
GB18379,GO:0000166
GB18379,GO:0004020
GB19621,GO:0005622
GB19621,GO:0005509
GB19621,GO:0004104
GB19621,GO:0004871
GB19621,GO:0006979
GB19621,GO:0046856
GB13813,GO:0016021
GB13813,GO:0007155
GB17811,GO:0016021
GB17811,GO:0030151
GB13536,GO:0000166
GB13536,GO:0016874
GB13536,GO:0000287
GB19992,GO:0005794
GB19992,GO:0006979
GB18875,GO:0043565
GB18875,GO:0003700
GB18494,GO:0030247
GB18494,GO:0030151
GB20076,GO:0005515
GB18543,GO:0005576
GB18543,GO:0004415
GB18543,GO:0005975
GB18543,GO:0006979
GB18493,GO:0005622
GB18493,GO:0030151
GB18493,GO:0015031
GB18493,GO:0016192
GB19119,GO:0008241
GB12924,GO:0007605
GB16796,GO:0016021
GB19473,GO:0000287
GB19495,GO:0000166
GB19495,GO:0003774
GB19495,GO:0003723
GB12288,GO:0016021
GB12288,GO:0020037
GB12288,GO:0000287
GB19607,GO:0005667
GB19607,GO:0003700
GB19607,GO:1901031
GB14961,GO:0016021
GB14961,GO:0008233
GB11710,GO:0030151
GB15098,GO:0030151
GB14750,GO:0003824
GB11316,GO:0005515
GB12118,GO:0016021
GB12118,GO:0030151
GB16649,GO:0003676
GB16649,GO:0000166
GB10104,GO:0016021
GB10461,GO:0005622
GB10461,GO:0008241
GB10461,GO:0006511
GB15952,GO:0004325
GB15952,GO:0006744
GB13220,GO:0008601
GB11034,GO:0016021
GB11034,GO:0000166
GB11034,GO:0003774
GB16774,GO:0016021
GB10284,GO:0005856
GB10284,GO:0016651
GB11420,GO:0000287
GB11420,GO:0003676
GB18046,GO:0005515
GB20000,GO:0005794
GB10274,GO:0005794
GB10274,GO:0015031
GB15408,GO:0000166
GB15408,GO:0008241
GB11379,GO:0004035
GB12917,GO:0000287
GB19819,GO:0042600
GB19819,GO:0020037
GB19819,GO:0051920
GB19819,GO:0006979
GB12200,GO:0016021
GB12200,GO:0004871
GB10715,GO:0016021
GB10715,GO:0005615
GB10715,GO:0008241
GB10715,GO:0030151
GB13742,GO:0005737
GB13742,GO:0005794
GB13742,GO:0003723
GB13742,GO:0003700
GB19178,GO:0008601
GB19178,GO:0006979
GB15604,GO:0016021
GB15604,GO:0006812
GB17253,GO:0016021
GB17253,GO:0008455
GB16848,GO:0048038
GB16848,GO:0046562
GB11191,GO:0016491
GB10796,GO:0006508
GB15734,GO:0005509
GB10800,GO:0005737
GB10800,GO:0000166
GB10800,GO:0006508
GB16326,GO:0016021
GB16326,GO:0055114
GB11991,GO:0016021
GB11453,GO:0030151
GB10581,GO:0016021
GB10581,GO:0005856
GB10581,GO:0000166
GB10581,GO:0003774
GB16205,GO:0016021
GB17695,GO:0005622
GB17695,GO:0015031
GB20003,GO:0016021
GB20003,GO:0009058
GB11865,GO:0005515
GB11332,GO:0005794
GB11332,GO:0000166
GB11332,GO:0003774
GB11332,GO:0003723
GB14972,GO:0005623
GB14972,GO:0048038
GB14972,GO:0006885
GB13735,GO:0016021
GB13896,GO:0016787
GB13896,GO:0030151
GB13896,GO:0003723
GB14395,GO:0005794
GB14395,GO:0016021
GB14395,GO:0008455
GB14395,GO:0000103
GB10046,GO:0016021
GB20116,GO:0000166
GB20116,GO:0004020
GB13857,GO:0016491
GB11933,GO:0030246
GB11933,GO:0003824
GB11933,GO:0005975
GB16634,GO:0005576
GB12299,GO:0005089
GB12299,GO:1901031
GB20046,GO:0016021
GB20046,GO:0006812
GB17893,GO:0016740
GB13628,GO:0005856
GB13628,GO:0000166
GB13628,GO:0003824
GB13628,GO:0003723
GB13628,GO:0006511
GB16892,GO:0003676
GB16892,GO:0000166
GB16142,GO:0004057
GB16142,GO:0046856
GB17654,GO:0016021
GB17654,GO:0008241
GB10882,GO:0031151
GB10821,GO:0005794
GB10821,GO:0043565
GB10821,GO:0006396
GB15163,GO:0016021
GB15163,GO:0008455
GB15886,GO:0016021
GB12627,GO:0016021
GB18362,GO:0030151
GB15437,GO:0016021
GB15437,GO:0000166
GB15437,GO:0000287
GB15437,GO:0017089
GB11893,GO:0005515
GB14462,GO:0016021
GB14462,GO:0000166
GB14462,GO:0003774
GB11483,GO:0016021
GB11187,GO:0000795
GB11187,GO:0097111
GB11187,GO:0006979
GB11187,GO:0006396
GB17774,GO:0005576
GB17774,GO:0008484
GB14820,GO:0005576
GB14820,GO:0008484
GB17427,GO:0000166
GB17427,GO:0003774
GB17427,GO:0003676
GB15311,GO:0004035
GB15311,GO:0000287
GB15311,GO:0006979
GB20047,GO:0005319
GB20047,GO:0015031
GB20047,GO:0016192
GB10929,GO:0000287
GB13048,GO:0003755
GB13048,GO:0003723
GB13048,GO:0002128
GB13340,GO:0016021
GB13340,GO:0038026
GB13619,GO:0048038
GB13619,GO:0016641
GB13619,GO:0042427
GB12564,GO:0048786
GB12564,GO:0000166
GB12564,GO:0007267
GB15214,GO:0005576
GB15214,GO:0008061
GB15214,GO:0006030
GB15192,GO:0016021
GB15192,GO:0005319
GB17066,GO:0000166
GB17066,GO:0004020
GB13911,GO:0000287
GB13911,GO:0003676
GB14752,GO:0016021
GB14752,GO:0004871
GB20120,GO:0016021
GB20120,GO:0005622
GB20120,GO:0000166
GB20120,GO:0004325
GB20120,GO:0042351
GB20120,GO:0006979
GB18263,GO:0000287
GB18263,GO:0003676
GB18028,GO:0005794
GB18028,GO:0005452
GB18145,GO:0003723
GB13155,GO:0005576
GB13155,GO:0008484
GB10966,GO:0030553
GB10966,GO:0003774
GB10966,GO:0004871
GB17388,GO:0005515
GB11033,GO:0030054
GB11033,GO:0016021
GB11033,GO:0005886
GB11033,GO:0045202
GB11033,GO:0005319
GB11033,GO:0004871
GB12722,GO:0006511
GB13482,GO:0003723
GB12733,GO:0016021
GB12733,GO:0005198
GB12733,GO:0015031
GB12733,GO:0016192
GB13104,GO:0005737
GB13104,GO:0005856
GB13104,GO:0051301
GB13104,GO:0019058
GB13104,GO:0006812
GB17208,GO:0016021
GB12455,GO:0005794
GB12455,GO:0043565
GB12455,GO:0003700
GB10695,GO:0004020
GB10695,GO:0000287
GB16002,GO:0016021
GB19441,GO:0000287
GB19441,GO:0003676
GB13223,GO:0005623
GB12929,GO:0034707
GB12929,GO:0005509
GB12929,GO:0005319
GB11535,GO:0016491
GB11535,GO:0006979
GB11514,GO:0000166
GB11514,GO:0004020
GB10700,GO:0030151
GB10700,GO:0006915
GB20093,GO:0005622
GB20093,GO:0005085
GB20093,GO:0048015
GB10747,GO:0000795
GB10747,GO:0002128
GB14250,GO:0006979
GB14233,GO:0008241
GB18495,GO:0005622
GB18495,GO:0030553
GB18495,GO:0015031
GB18495,GO:0048015
GB19502,GO:0005622
GB19502,GO:0000166
GB19502,GO:0004020
GB19502,GO:0035329
GB19502,GO:0019058
GB18809,GO:0000166
GB18809,GO:0003774
GB18809,GO:0003676
GB19836,GO:0030054
GB19836,GO:0016021
GB19836,GO:0048786
GB19836,GO:0005319
GB12441,GO:0005856
GB12441,GO:0005200
GB12441,GO:0002128
GB11492,GO:0005515
GB16820,GO:0051726
GB16820,GO:0005516
GB16820,GO:0045502
GB16820,GO:0003774
GB16820,GO:0048786
GB16820,GO:0005856
GB12298,GO:0003774
GB12298,GO:0005515
GB12298,GO:0005198
GB12298,GO:0005856
GB12298,GO:0048786
GB12694,GO:0016021
GB15034,GO:0000287
GB12738,GO:0005856
GB12738,GO:0005200
GB12738,GO:0002128
GB18132,GO:0016021
GB18132,GO:0005452
GB17016,GO:0005515
GB19787,GO:0016021
GB13520,GO:0005515
GB16526,GO:0005737
GB16526,GO:0005794
GB16526,GO:0006511
GB10661,GO:0003723
GB10661,GO:0004781
GB10661,GO:0006396
GB11363,GO:0005622
GB11363,GO:0016020
GB11363,GO:0030553
GB11363,GO:0003774
GB11363,GO:0015031
GB11363,GO:0006913
GB11363,GO:0048015
GB12281,GO:0005794
GB12281,GO:0016021
GB12281,GO:0015031
GB17993,GO:0003700
GB15630,GO:0002128
GB13954,GO:0016021
GB13954,GO:0008455
GB13954,GO:0006030
GB13954,GO:0000103
GB16557,GO:0016021
GB16557,GO:0005452
GB17686,GO:0005515
GB10244,GO:0005794
GB10244,GO:0016021
GB10244,GO:0015031
GB11011,GO:0016021
GB10751,GO:0000287
GB10751,GO:0003676
GB15895,GO:0030151
GB15831,GO:0030151
GB18859,GO:0016021
GB18859,GO:0005452
GB12006,GO:0016021
GB12006,GO:0005319
GB15090,GO:0005794
GB15090,GO:0003676
GB15090,GO:0030151
GB15388,GO:0005794
GB15388,GO:0003723
GB15388,GO:0006979
GB14602,GO:0016021
GB14602,GO:0000166
GB14602,GO:0004020
GB14602,GO:1901031
GB15389,GO:0016021
GB15389,GO:0005215
GB14443,GO:0005515
GB14443,GO:0003774
GB14443,GO:0005516
GB14443,GO:0045502
GB14443,GO:0005856
GB10792,GO:0000166
GB10792,GO:0004020
GB16450,GO:0008241
GB16450,GO:0006915
GB19158,GO:0003723
GB19158,GO:0006352
GB15327,GO:0016787
GB18836,GO:0016021
GB14755,GO:0005515
GB16945,GO:0030131
GB16945,GO:0015031
GB16945,GO:0016192
GB19369,GO:0006207
GB19324,GO:0016021
GB18513,GO:0030151
GB13313,GO:0005737
GB13313,GO:0006913
GB14137,GO:0003824
GB14137,GO:0048038
GB19675,GO:0005622
GB19675,GO:0016020
GB19675,GO:0030553
GB19675,GO:0003774
GB19675,GO:0015031
GB19675,GO:0006913
GB19675,GO:0048015
GB17843,GO:0030151
GB17843,GO:0016579
GB11341,GO:0003723
GB13690,GO:0004035
GB13690,GO:0000287
GB13690,GO:0006979
GB13397,GO:0008241
GB19184,GO:0030151
GB12253,GO:0008241
GB10769,GO:0016021
GB13445,GO:0005856
GB13535,GO:0005622
GB13535,GO:0003729
GB15882,GO:0005515
GB16458,GO:0007049
GB16458,GO:0006396
GB15191,GO:0003676
GB15191,GO:0000166
GB10342,GO:0034707
GB10342,GO:0005886
GB10342,GO:0005319
GB18032,GO:0005737
GB18032,GO:0005794
GB18032,GO:0003723
GB18032,GO:0003700
GB10414,GO:0005856
GB10414,GO:0000166
GB10414,GO:0003777
GB10414,GO:0019992
GB10414,GO:0051013
GB11390,GO:0005737
GB11390,GO:0005856
GB11390,GO:0019898
GB17118,GO:0043565
GB17118,GO:0003700
GB15148,GO:0000795
GB15148,GO:0000166
GB15148,GO:0003774
GB15148,GO:0003723
GB15148,GO:0097111
GB15148,GO:0006979
GB15148,GO:0006396
GB11857,GO:0000287
GB11857,GO:0003676
GB12652,GO:0000166
GB12652,GO:0003774
GB12652,GO:0003676
GB14056,GO:0016021
GB16994,GO:0016021
GB16994,GO:0005319
GB13657,GO:0036459
GB13657,GO:0016579
GB13657,GO:0006511
GB19313,GO:0003723
GB13124,GO:0000166
GB13124,GO:0004020
GB11555,GO:0030151
GB14488,GO:0005856
GB14488,GO:0051301
GB14488,GO:0051013
GB14488,GO:0019058
GB11040,GO:0030246
GB11040,GO:0004415
GB11040,GO:0005975
GB15389,GO:0016021
GB15389,GO:0005215
GB15977,GO:0000166
GB12798,GO:0016021
GB12798,GO:0005765
GB10633,GO:0005515
GB12392,GO:0006396
GB16540,GO:0016021
GB12311,GO:0016021
GB12311,GO:0020037
GB12311,GO:0030151
GB12311,GO:0004497
GB12311,GO:0016705
GB18150,GO:0005509
GB16534,GO:0005794
GB16534,GO:0003723
GB17980,GO:0000166
GB17980,GO:0004020
GB15061,GO:0005622
GB15061,GO:0000287
GB15061,GO:0006812
GB18498,GO:0003824
GB14705,GO:0030553
GB14705,GO:0000287
GB17365,GO:0034707
GB17365,GO:0005319
GB17365,GO:0005452
GB15925,GO:0005622
GB15925,GO:0005509
GB15925,GO:0008241
GB10396,GO:0030131
GB10396,GO:0015031
GB10396,GO:0016192
GB17781,GO:0016021
GB17781,GO:0097531
GB17781,GO:0006979
GB15312,GO:0005794
GB11425,GO:0005509
GB10807,GO:0008241
GB14011,GO:0000166
GB14011,GO:0004020
GB14011,GO:0006139
GB12863,GO:0007017
GB12863,GO:0016021
GB19223,GO:0004070
GB15620,GO:0005622
GB15620,GO:0015031
GB19446,GO:0005794
GB19446,GO:0006396
GB13263,GO:0008241
GB13176,GO:0005794
GB13176,GO:0003700
GB10622,GO:0005576
GB10939,GO:0070836
GB10939,GO:0003774
GB10939,GO:0005856
GB10939,GO:0016021
GB10939,GO:0048786
GB11235,GO:0016021
GB11235,GO:0005886
GB11235,GO:0005549
GB11235,GO:0004871
GB16923,GO:0005794
GB13423,GO:0005622
GB13423,GO:0005089
GB13423,GO:0006979
GB13423,GO:1901031
GB16926,GO:0000166
GB16926,GO:0003723
GB16926,GO:0006270
GB12621,GO:0005515
GB13979,GO:0016021
GB11939,GO:0046562
GB11939,GO:0005975
GB11939,GO:0009448
GB12885,GO:0016021
GB12885,GO:0020037
GB12885,GO:0030151
GB12885,GO:0004497
GB12885,GO:0016705
GB12881,GO:0005794
GB12881,GO:0030151
GB17837,GO:0016021
GB17837,GO:0016874
GB17837,GO:0004842
GB12986,GO:0005794
GB17135,GO:0051726
GB17135,GO:0003774
GB17135,GO:0005856
GB17135,GO:0048786
GB14678,GO:0005737
GB14678,GO:0000166
GB14678,GO:0016787
GB10142,GO:0048038
GB10142,GO:0046562
GB10706,GO:0003676
GB15618,GO:0006979
GB13193,GO:0005622
GB13193,GO:0016020
GB13193,GO:0030553
GB13193,GO:0015031
GB13193,GO:0048015
GB11139,GO:0005794
GB11139,GO:0016021
GB16439,GO:0003723
GB16439,GO:0000287
GB16805,GO:0016021
GB14265,GO:0016021
GB14265,GO:0004871
GB19001,GO:0005515
GB12883,GO:0016021
GB14238,GO:0000166
GB14238,GO:0004020
GB19664,GO:0005089
GB19664,GO:1901031
GB15543,GO:0016491
GB16148,GO:0006368
GB10552,GO:0016021
GB11263,GO:0016021
GB11263,GO:0016491
GB13150,GO:0016021
GB13150,GO:0048038
GB13150,GO:0046562
GB13791,GO:0008241
GB11054,GO:0008601
GB10175,GO:0005794
GB10175,GO:0000166
GB10175,GO:0003774
GB10175,GO:0070836
GB14183,GO:0051726
GB14183,GO:0019058
GB14183,GO:0003774
GB14183,GO:0005856
GB14183,GO:0000795
GB14183,GO:0048786
GB15798,GO:0005737
GB15798,GO:0000287
GB15798,GO:0004035
GB15798,GO:0006913
GB15798,GO:0019058
GB15798,GO:0006396
GB16880,GO:0005515
GB12136,GO:0016021
GB12136,GO:0020037
GB12136,GO:0030151
GB12136,GO:0004497
GB12136,GO:0016705
GB19759,GO:0030553
GB13056,GO:0005794
GB13056,GO:0030151
GB13568,GO:0016021
GB13568,GO:0006812
GB17854,GO:0016021
GB19101,GO:0005622
GB19101,GO:0005085
GB19101,GO:0048015
GB10672,GO:0003723
GB18395,GO:0016021
GB18395,GO:0008455
GB18395,GO:0006030
GB11443,GO:0016021
GB13573,GO:0006979
GB15450,GO:0051694
GB13637,GO:0005794
GB13637,GO:0006396
GB14706,GO:0005794
GB14706,GO:0032041
GB14706,GO:0006396
GB17795,GO:0016021
GB17795,GO:0005319
GB12224,GO:0016021
GB11845,GO:0000287
GB11845,GO:0003676
GB19120,GO:0030054
GB19120,GO:0016021
GB19120,GO:0048786
GB19120,GO:0005319
GB11494,GO:0016021
GB11494,GO:0030151
GB13119,GO:0005198
GB13119,GO:0015031
GB13119,GO:0016192
GB16799,GO:0005622
GB16799,GO:0000166
GB16799,GO:0004020
GB16799,GO:0000287
GB16799,GO:0003676
GB16799,GO:0006979
GB16799,GO:0038026
GB10625,GO:0005515
GB17789,GO:0000795
GB17789,GO:0005794
GB17789,GO:0003723
GB17789,GO:0097111
GB12709,GO:0016020
GB18690,GO:0005856
GB18690,GO:0003774
GB18556,GO:0005622
