410337	GO:0004177
410337	GO:0005576
410337	GO:0008236
410451	GO:0004185
410451	GO:0005576
494510	GO:0005576
494510	GO:0042742
494510	GO:0045087
406093	GO:0005576
406140	GO:0005576
406140	GO:0042742
406140	GO:0045087
410795	GO:0004555
410795	GO:0005991
410795	GO:0016021
409241	GO:0005576
807697	GO:0008137
807697	GO:0016021
807697	GO:0031966
807697	GO:0070469
408521	GO:0005634
408521	GO:0007613
408521	GO:0042803
408521	GO:0043565
408521	GO:0045893
406133	GO:0005576
725616	GO:0005576
100126690	GO:0005184
100126690	GO:0005615
100126690	GO:0007218
100126690	GO:0016084
406154	GO:0003779
406154	GO:0005737
406154	GO:0005856
406099	GO:0003735
406099	GO:0005840
406099	GO:0006412
406132	GO:0000786
406132	GO:0003677
406132	GO:0005634
406132	GO:0006352
406132	GO:0046982
406121	GO:0003725
406121	GO:0003727
406121	GO:0005576
551643	GO:0005886
551643	GO:0015574
551643	GO:0015771
551643	GO:0016021
406145	GO:0005576
807693	GO:0005743
807693	GO:0006122
807693	GO:0008121
807693	GO:0016021
807693	GO:0045275
807693	GO:0046872
406134	GO:0005576
406134	GO:0009405
406134	GO:0042629
406134	GO:0043303
406134	GO:0090729
807701	GO:0005743
807701	GO:0008137
807701	GO:0016021
807701	GO:0070469
807690	GO:0004129
807690	GO:0005743
807690	GO:0016021
807690	GO:0019646
807694	GO:0008137
807694	GO:0016021
807694	GO:0031966
807694	GO:0070469
406088	GO:0005319
406088	GO:0005576
406088	GO:0045735
406095	GO:0004252
406095	GO:0005576
406083	GO:0005576
406083	GO:0007218
406083	GO:0007268
406083	GO:0007610
406083	GO:0045202
406090	GO:0005576
406090	GO:0031640
406090	GO:0048650
406090	GO:0050829
406090	GO:0050830
406090	GO:0050832
807692	GO:0005743
807692	GO:0008137
807692	GO:0016021
807692	GO:0070469
406126	GO:0003735
406126	GO:0005840
406126	GO:0006412
406116	GO:0005576
406091	GO:0005576
406127	GO:0004930
406127	GO:0007601
406127	GO:0007602
406127	GO:0009881
406127	GO:0016021
406127	GO:0018298
413961	GO:0004930
413961	GO:0007601
413961	GO:0007602
413961	GO:0009881
413961	GO:0016021
413961	GO:0018298
406128	GO:0004930
406128	GO:0007602
406128	GO:0009881
406128	GO:0016021
406128	GO:0018298
406128	GO:0050908
725074	GO:0009405
725074	GO:0042742
725074	GO:0090729
406141	GO:0004623
406141	GO:0005509
406141	GO:0005576
406141	GO:0006644
406141	GO:0016042
406141	GO:0050482
406141	GO:0102567
406141	GO:0102568
406146	GO:0004415
406146	GO:0005576
406146	GO:0005975
406146	GO:0006952
807691	GO:0008137
807691	GO:0016021
807691	GO:0031966
807691	GO:0070469
807702	GO:0008137
807702	GO:0016021
807702	GO:0031966
807702	GO:0042773
807702	GO:0070469
412747	GO:0004674
412747	GO:0004712
412747	GO:0004713
412747	GO:0005524
412747	GO:0005737
412747	GO:0016323
412747	GO:0016324
406135	GO:0005576
406135	GO:0009405
406135	GO:0090729
678674	GO:0004867
678674	GO:0005576
409314	GO:0005576
413045	GO:0001664
413045	GO:0005184
413045	GO:0031395
406130	GO:0004860
406130	GO:0005576
406130	GO:0006811
406130	GO:0009405
406130	GO:0015288
406130	GO:0044179
406130	GO:0044218
406130	GO:0046930
406130	GO:0090729
807698	GO:0005743
807698	GO:0008137
807698	GO:0016021
807698	GO:0070469
408764	GO:0005245
408764	GO:0005509
408764	GO:0005891
408764	GO:0034765
408270	GO:0005758
408270	GO:0009055
408270	GO:0020037
408270	GO:0046872
408270	GO:0070469
408385	GO:0003746
408385	GO:0003924
408385	GO:0005525
408385	GO:0005737
410928	GO:0005576
410928	GO:0080030
550932	GO:0004054
550932	GO:0004111
550932	GO:0005524
550932	GO:0046314
406131	GO:0032450
406142	GO:0042742
406142	GO:0045087
413397	GO:0005576
413397	GO:0042742
413397	GO:0045087
724880	GO:0005576
724880	GO:0007218
807699	GO:0006754
807699	GO:0006811
807699	GO:0016021
807699	GO:0031966
807699	GO:0045263
406144	GO:0005576
406144	GO:0042381
406144	GO:0042742
406143	GO:0005576
406143	GO:0042742
406143	GO:0045087
807696	GO:0005743
807696	GO:0015078
807696	GO:0015986
807696	GO:0016021
807696	GO:0045263
807695	GO:0004129
807695	GO:0005743
807695	GO:0006119
807695	GO:0009060
807695	GO:0016021
807695	GO:0020037
807695	GO:0045277
807695	GO:0046872
807700	GO:0004129
807700	GO:0005507
807700	GO:0005743
807700	GO:0016021
807700	GO:0070469
411830	GO:0003993
411830	GO:0005576
503862	GO:0005184
503862	GO:0005576
503862	GO:0007218
